id,type,host_Z,visits_needed,visits_done,started,completed
836,Ia,21.339,1,0,0,0
837,Ia,19.142,1,0,0,0
838,Ia,18.785,1,1,1,1
839,Ia,21.578,1,1,1,1
840,Ia,21.723,1,1,1,1
841,Ia,24.101,19,19,1,1
842,Ia,23.350,5,5,1,1
843,Ia,21.064,1,1,1,1
844,Ia,22.946,3,0,0,0
845,Ia,25.021,99,22,1,0
846,Ia,22.180,1,1,1,1
847,Ia,20.284,1,1,1,1
849,Ia,21.768,1,1,1,1
850,Ia,18.468,1,1,1,1
851,Ia,22.137,1,0,0,0
852,Ia,22.763,2,2,1,1
853,Ia,23.632,8,0,0,0
855,Ia,20.342,1,1,1,1
856,Ia,25.170,131,23,1,0
857,Ia,22.153,1,1,1,1
858,Ia,21.363,1,1,1,1
859,Ia,23.044,3,3,1,1
860,Ia,22.897,3,0,0,0
861,Ia,21.579,1,1,1,1
863,Ia,22.113,1,1,1,1
864,Ia,25.095,115,5,1,0
866,Ia,23.375,5,5,1,1
867,Ia,24.847,73,0,0,0
868,Ia,21.693,1,1,1,1
869,Ia,21.922,1,1,1,1
870,Ia,25.265,154,0,0,0
871,Ia,23.860,12,5,1,0
872,Ia,23.114,4,0,0,0
873,Ia,25.148,126,25,1,0
875,Ia,22.980,3,3,1,1
877,Ia,19.877,1,1,1,1
878,Ia,20.895,1,1,1,1
879,Ia,22.184,1,1,1,1
880,Ia,21.804,1,1,1,1
882,Ia,22.227,1,1,1,1
883,Ia,24.934,85,12,1,0
884,Ia,24.552,42,0,0,0
885,Ia,22.021,1,1,1,1
886,Ia,22.406,1,1,1,1
887,Ia,22.176,1,1,1,1
888,Ia,21.616,1,0,0,0
889,Ia,20.116,1,1,1,1
890,Ia,22.366,1,1,1,1
891,Ia,22.276,1,0,0,0
892,Ia,21.825,1,0,0,0
893,Ia,21.734,1,0,0,0
894,Ia,22.020,1,1,1,1
895,Ia,23.384,5,0,0,0
896,Ia,19.604,1,1,1,1
897,Ia,21.824,1,0,0,0
898,Ia,22.927,3,3,1,1
899,Ia,20.800,1,1,1,1
900,Ia,20.134,1,0,0,0
901,Ia,23.075,3,0,0,0
902,Ia,20.346,1,1,1,1
903,Ia,20.461,1,1,1,1
904,Ia,21.864,1,1,1,1
905,Ia,21.695,1,1,1,1
906,Ia,21.738,1,1,1,1
907,Ia,18.775,1,1,1,1
908,Ia,20.722,1,1,1,1
909,Ia,22.963,3,0,0,0
910,Ia,21.049,1,0,0,0
911,Ia,22.240,1,1,1,1
912,Ia,23.315,5,0,0,0
913,Ia,22.495,1,0,0,0
915,Ia,22.829,2,2,1,1
916,Ia,23.833,12,0,0,0
917,Ia,20.918,1,1,1,1
918,Ia,22.699,2,2,1,1
920,Ia,24.003,16,0,0,0
921,Ia,21.643,1,0,0,0
923,Ia,21.247,1,1,1,1
924,Ia,22.314,1,0,0,0
925,Ia,25.120,120,0,0,0
926,Ia,21.672,1,0,0,0
927,Ia,20.280,1,0,0,0
928,Ia,22.222,1,0,0,0
929,Ia,22.474,1,1,1,1
930,Ia,21.919,1,0,0,0
931,Ia,22.781,2,2,1,1
932,Ia,24.358,30,20,1,0
933,Ia,21.578,1,1,1,1
934,Ia,20.271,1,0,0,0
936,Ia,25.407,203,3,1,0
937,Ia,25.218,141,19,1,0
938,Ia,22.348,1,0,0,0
940,Ia,22.846,2,2,1,1
941,Ia,23.105,3,3,1,1
942,Ia,23.295,5,0,0,0
943,Ia,21.843,1,0,0,0
944,Ia,22.546,2,2,1,1
945,Ia,18.720,1,0,0,0
946,Ia,22.860,2,2,1,1
948,Ia,21.859,1,1,1,1
949,Ia,21.924,1,1,1,1
950,Ia,22.973,3,3,1,1
951,Ia,24.168,21,0,0,0
952,Ia,21.920,1,1,1,1
953,Ia,23.585,8,5,1,0
954,Ia,23.182,4,4,1,1
955,Ia,22.394,1,0,0,0
956,Ia,22.565,2,2,1,1
957,Ia,20.351,1,1,1,1
958,Ia,21.699,1,1,1,1
959,Ia,19.981,1,1,1,1
961,Ia,21.105,1,0,0,0
963,Ia,21.390,1,1,1,1
964,Ia,21.369,1,0,0,0
965,Ia,22.743,2,2,1,1
966,Ia,23.771,10,10,1,1
967,Ia,21.611,1,0,0,0
968,Ia,19.153,1,1,1,1
970,Ia,22.657,2,2,1,1
971,Ia,20.937,1,0,0,0
972,Ia,23.144,4,4,1,1
973,Ia,24.341,29,10,1,0
974,Ia,21.369,1,1,1,1
975,Ia,19.741,1,0,0,0
977,Ia,21.611,1,0,0,0
978,Ia,21.704,1,1,1,1
979,Ia,23.071,3,3,1,1
982,Ia,21.246,1,1,1,1
983,Ia,23.045,3,0,0,0
984,Ia,24.350,30,5,1,0
985,Ia,19.730,1,1,1,1
986,Ia,23.577,8,1,1,0
987,Ia,21.202,1,1,1,1
988,Ia,23.681,9,9,1,1
989,Ia,21.656,1,0,0,0
990,Ia,22.947,3,3,1,1
991,Ia,21.429,1,1,1,1
992,Ia,19.892,1,1,1,1
993,Ia,21.165,1,0,0,0
994,Ia,21.247,1,1,1,1
996,Ia,23.688,9,0,0,0
997,Ia,22.226,1,0,0,0
998,Ia,22.654,2,2,1,1
999,Ia,25.449,217,0,0,0
1000,Ia,20.270,1,0,0,0
1002,Ia,21.269,1,0,0,0
1003,Ia,22.233,1,1,1,1
1005,Ia,22.517,2,2,1,1
1006,Ia,20.544,1,1,1,1
1007,Ia,25.368,189,25,1,0
1008,Ia,22.552,2,2,1,1
1009,Ia,23.513,7,7,1,1
1010,Ia,23.878,13,9,1,0
1011,Ia,21.396,1,1,1,1
1012,Ia,21.842,1,1,1,1
1013,Ia,22.003,1,0,0,0
1014,Ia,23.983,15,14,1,0
1015,Ia,19.083,1,1,1,1
1016,Ia,23.779,11,9,1,0
1017,Ia,20.509,1,0,0,0
1018,Ia,21.240,1,1,1,1
1019,Ia,22.176,1,1,1,1
1020,Ia,19.505,1,1,1,1
1021,Ia,21.485,1,0,0,0
1022,Ia,21.292,1,1,1,1
1023,Ia,19.166,1,0,0,0
1024,Ia,20.420,1,1,1,1
1025,Ia,22.123,1,1,1,1
1026,Ia,22.780,2,2,1,1
1027,Ia,21.580,1,1,1,1
1028,Ia,21.513,1,0,0,0
1029,Ia,22.710,2,0,0,0
1031,Ia,19.859,1,0,0,0
1032,Ia,21.745,1,1,1,1
1033,Ia,23.757,10,0,0,0
1034,Ia,22.906,3,0,0,0
1035,Ia,23.593,8,8,1,1
1037,Ia,20.771,1,1,1,1
1038,Ia,22.536,2,0,0,0
1039,Ia,20.584,1,1,1,1
1040,Ia,21.463,1,0,0,0
1041,Ia,22.709,2,2,1,1
1042,Ia,23.607,8,8,1,1
1043,Ia,19.255,1,1,1,1
1044,Ia,23.715,9,9,1,1
1046,Ia,20.502,1,0,0,0
1047,Ia,20.798,1,0,0,0
1048,Ia,23.784,11,0,0,0
1049,Ia,24.567,44,23,1,0
1050,Ia,23.020,3,0,0,0
1051,Ia,21.751,1,1,1,1
1052,Ia,23.147,4,4,1,1
1054,Ia,23.793,11,0,0,0
1055,Ia,24.234,24,15,1,0
1056,Ia,21.614,1,1,1,1
1059,Ia,22.032,1,1,1,1
1060,Ia,23.977,15,15,1,1
1062,Ia,24.820,69,23,1,0
1063,Ia,20.958,1,1,1,1
1065,Ia,20.589,1,0,0,0
1067,Ia,21.888,1,1,1,1
1068,Ia,18.724,1,0,0,0
1069,Ia,22.069,1,1,1,1
1071,Ia,23.448,6,6,1,1
1073,Ia,25.335,178,0,0,0
1074,Ia,21.030,1,1,1,1
1075,Ia,21.597,1,0,0,0
1076,Ia,22.129,1,1,1,1
1077,Ia,25.190,135,9,1,0
1078,Ia,21.567,1,1,1,1
1079,Ia,23.494,6,6,1,1
1080,Ia,19.491,1,1,1,1
1081,Ia,21.827,1,1,1,1
1082,Ia,22.742,2,2,1,1
1083,Ia,23.705,9,9,1,1
1084,Ia,19.345,1,1,1,1
1085,Ia,21.803,1,1,1,1
1086,Ia,24.495,38,29,1,0
1087,Ia,20.985,1,1,1,1
1088,Ia,21.640,1,1,1,1
1089,Ia,21.125,1,1,1,1
1090,Ia,20.302,1,0,0,0
1091,Ia,22.166,1,1,1,1
1092,Ia,22.018,1,0,0,0
1093,Ia,21.934,1,1,1,1
1094,Ia,20.969,1,1,1,1
1095,Ia,21.037,1,1,1,1
1096,Ia,22.254,1,1,1,1
1097,Ia,22.822,2,0,0,0
1098,Ia,21.624,1,1,1,1
1099,Ia,23.332,5,5,1,1
1100,Ia,21.926,1,0,0,0
1101,Ia,23.458,6,6,1,1
1102,Ia,21.980,1,0,0,0
1103,Ia,22.144,1,1,1,1
1104,Ia,21.108,1,1,1,1
1105,Ia,25.365,188,29,1,0
1106,Ia,22.549,2,2,1,1
1107,Ia,20.837,1,1,1,1
1108,Ia,23.763,10,0,0,0
1109,Ia,23.054,3,3,1,1
1112,Ia,22.430,1,1,1,1
1113,Ia,25.419,207,0,0,0
1114,Ia,21.190,1,1,1,1
1115,Ia,21.855,1,1,1,1
1116,Ia,21.764,1,1,1,1
1117,Ia,20.432,1,1,1,1
1118,Ia,22.433,1,1,1,1
1119,Ia,20.619,1,0,0,0
1120,Ia,23.809,11,9,1,0
1121,Ia,22.007,1,0,0,0
1122,Ia,21.335,1,1,1,1
1123,Ia,24.461,36,0,0,0
1124,Ia,21.783,1,1,1,1
1125,Ia,22.102,1,1,1,1
1126,Ia,21.957,1,1,1,1
1127,Ia,23.142,4,4,1,1
1128,Ia,21.717,1,1,1,1
1129,Ia,20.769,1,1,1,1
1130,Ia,22.822,2,2,1,1
1131,Ia,25.146,126,21,1,0
1132,Ia,20.213,1,0,0,0
1133,Ia,22.132,1,0,0,0
1134,Ia,23.155,4,4,1,1
1135,Ia,24.232,23,15,1,0
1136,Ia,20.423,1,0,0,0
1137,Ia,21.710,1,1,1,1
1138,Ia,21.665,1,1,1,1
1139,Ia,23.846,12,12,1,1
1140,Ia,21.511,1,1,1,1
1141,Ia,24.818,69,2,1,0
1142,Ia,19.460,1,1,1,1
1143,Ia,20.842,1,1,1,1
1144,Ia,21.799,1,1,1,1
1145,Ia,22.452,1,0,0,0
1146,Ia,20.351,1,1,1,1
1148,Ia,20.972,1,1,1,1
1149,Ia,20.105,1,0,0,0
1150,Ia,22.665,2,2,1,1
1152,Ia,21.914,1,1,1,1
1153,Ia,24.017,16,1,1,0
1154,Ia,24.156,21,4,1,0
1155,Ia,21.373,1,1,1,1
1156,Ia,23.564,7,7,1,1
1157,Ia,24.829,70,0,0,0
1158,Ia,24.407,33,14,1,0
1159,Ia,21.892,1,0,0,0
1160,Ia,21.405,1,1,1,1
1161,Ia,22.084,1,1,1,1
1162,Ia,24.327,28,0,0,0
1163,Ia,22.009,1,1,1,1
1164,Ia,20.599,1,1,1,1
1165,Ia,22.708,2,2,1,1
1166,Ia,23.691,9,9,1,1
1167,Ia,21.983,1,1,1,1
1168,Ia,22.167,1,1,1,1
1170,Ia,19.308,1,0,0,0
1171,Ia,19.829,1,1,1,1
1172,Ia,21.909,1,1,1,1
1173,Ia,24.282,26,0,0,0
1174,Ia,21.578,1,1,1,1
1175,Ia,19.978,1,1,1,1
1176,Ia,24.316,28,0,0,0
1177,Ia,23.036,3,3,1,1
1178,Ia,24.134,20,20,1,1
1179,Ia,25.031,101,0,0,0
1180,Ia,24.443,35,0,0,0
1181,Ia,21.276,1,1,1,1
1182,Ia,22.490,1,1,1,1
1183,Ia,19.637,1,0,0,0
1185,Ia,22.547,2,2,1,1
1186,Ia,25.200,138,0,0,0
1187,Ia,21.571,1,1,1,1
1189,Ia,22.887,3,3,1,1
1190,Ia,22.779,2,2,1,1
1191,Ia,21.457,1,1,1,1
1192,Ia,21.496,1,1,1,1
1193,Ia,24.337,29,11,1,0
1194,Ia,23.312,5,5,1,1
1196,Ia,24.534,41,23,1,0
1197,Ia,23.363,5,5,1,1
1198,Ia,21.046,1,1,1,1
1199,Ia,22.603,2,2,1,1
1200,Ia,22.244,1,0,0,0
1201,Ia,20.782,1,1,1,1
1202,Ia,20.568,1,1,1,1
1204,Ia,22.060,1,0,0,0
1205,Ia,23.813,11,10,1,0
1206,Ia,20.694,1,0,0,0
1207,Ia,21.820,1,0,0,0
1208,Ia,21.098,1,0,0,0
1209,Ia,24.102,19,0,0,0
1210,Ia,22.219,1,0,0,0
1212,Ia,22.344,1,1,1,1
1213,Ia,21.025,1,1,1,1
1214,Ia,22.705,2,2,1,1
1215,Ia,22.908,3,0,0,0
1216,Ia,24.677,53,0,0,0
1217,Ia,23.280,5,5,1,1
1218,Ia,18.800,1,1,1,1
1219,Ia,23.128,4,4,1,1
1220,Ia,19.428,1,1,1,1
1221,Ia,21.876,1,0,0,0
1222,Ia,21.805,1,0,0,0
1223,Ia,24.239,24,0,0,0
1225,Ia,21.675,1,1,1,1
1226,Ia,21.706,1,1,1,1
1227,Ia,19.786,1,1,1,1
1228,Ia,21.462,1,0,0,0
1229,Ia,22.457,1,1,1,1
1230,Ia,18.124,1,1,1,1
1231,Ia,20.686,1,0,0,0
1233,Ia,22.746,2,2,1,1
1234,Ia,20.990,1,0,0,0
1236,Ia,22.937,3,1,1,0
1237,Ia,20.377,1,0,0,0
1238,Ia,21.909,1,1,1,1
1239,Ia,21.456,1,0,0,0
1240,Ia,21.861,1,0,0,0
1241,Ia,19.852,1,1,1,1
1242,Ia,18.566,1,0,0,0
1243,Ia,22.034,1,1,1,1
1244,Ia,22.445,1,0,0,0
1245,Ia,22.752,2,2,1,1
1247,Ia,22.114,1,1,1,1
1248,Ia,24.757,61,4,1,0
1249,Ia,22.148,1,1,1,1
1250,Ia,21.022,1,1,1,1
1251,Ia,19.224,1,1,1,1
1252,Ia,22.277,1,1,1,1
1253,Ia,21.253,1,0,0,0
1254,Ia,22.736,2,2,1,1
1255,Ia,21.962,1,1,1,1
1256,Ia,23.485,6,0,0,0
1257,Ia,22.508,1,1,1,1
1258,Ia,18.875,1,1,1,1
1259,Ia,22.684,2,2,1,1
1260,Ia,25.298,165,0,0,0
1261,Ia,21.923,1,0,0,0
1262,Ia,20.490,1,1,1,1
1263,Ia,21.244,1,0,0,0
1264,Ia,21.431,1,0,0,0
1265,Ia,21.790,1,1,1,1
1266,Ia,22.774,2,0,0,0
1267,Ia,21.082,1,1,1,1
1269,Ia,21.175,1,1,1,1
1270,Ia,22.907,3,3,1,1
1271,Ia,21.847,1,1,1,1
1272,Ia,21.155,1,0,0,0
1273,Ia,20.125,1,0,0,0
1274,Ia,20.562,1,0,0,0
1275,Ia,23.170,4,0,0,0
1276,Ia,21.754,1,1,1,1
1277,Ia,21.757,1,1,1,1
1278,Ia,22.395,1,1,1,1
1279,Ia,23.325,5,5,1,1
1280,Ia,23.324,5,5,1,1
1281,Ia,24.296,27,11,1,0
1282,Ia,23.108,4,4,1,1
1284,Ia,18.534,1,1,1,1
1286,Ia,22.399,1,1,1,1
1287,Ia,21.760,1,1,1,1
1288,Ia,21.668,1,0,0,0
1289,Ia,24.584,45,28,1,0
1290,Ia,23.840,12,9,1,0
1291,Ia,22.634,2,2,1,1
1292,Ia,21.635,1,1,1,1
1294,Ia,22.807,2,2,1,1
1295,Ia,24.363,30,28,1,0
1296,Ia,21.390,1,1,1,1
1297,Ia,20.987,1,1,1,1
1298,Ia,21.667,1,1,1,1
1299,Ia,23.835,12,8,1,0
1300,Ia,22.608,2,2,1,1
1301,Ia,19.874,1,1,1,1
1302,Ia,22.087,1,0,0,0
1303,Ia,22.325,1,0,0,0
1304,Ia,22.324,1,1,1,1
1305,Ia,22.813,2,0,0,0
1306,Ia,22.273,1,1,1,1
1307,Ia,21.512,1,1,1,1
1308,Ia,21.193,1,1,1,1
1309,Ia,20.662,1,1,1,1
1310,Ia,21.974,1,0,0,0
1311,Ia,21.582,1,0,0,0
1312,Ia,20.624,1,0,0,0
1313,Ia,22.348,1,0,0,0
1314,Ia,24.733,58,8,1,0
1316,Ia,20.720,1,0,0,0
1317,Ia,22.544,2,0,0,0
1318,Ia,21.588,1,0,0,0
1319,Ia,19.585,1,0,0,0
1320,Ia,20.602,1,1,1,1
1321,Ia,20.385,1,0,0,0
1322,Ia,24.691,54,0,0,0
1323,Ia,22.121,1,0,0,0
1324,Ia,21.657,1,1,1,1
1325,Ia,19.046,1,0,0,0
1326,Ia,20.643,1,1,1,1
1327,Ia,24.418,33,5,1,0
1328,Ia,22.056,1,1,1,1
1329,Ia,21.273,1,1,1,1
1330,Ia,19.672,1,1,1,1
1332,Ia,20.365,1,1,1,1
1333,Ia,23.284,5,5,1,1
1335,Ia,21.348,1,1,1,1
1336,Ia,24.552,42,9,1,0
1337,Ia,22.608,2,0,0,0
1338,Ia,21.701,1,1,1,1
1339,Ia,22.467,1,1,1,1
1340,Ia,22.949,3,3,1,1
1341,Ia,22.905,3,0,0,0
1342,Ia,20.447,1,1,1,1
1343,Ia,22.640,2,0,0,0
1344,Ia,24.862,75,25,1,0
1345,Ia,21.943,1,1,1,1
1346,Ia,22.249,1,0,0,0
1347,Ia,21.223,1,1,1,1
1348,Ia,22.680,2,2,1,1
1349,Ia,21.808,1,0,0,0
1350,Ia,20.719,1,1,1,1
1351,Ia,20.503,1,0,0,0
1352,Ia,21.054,1,1,1,1
1353,Ia,23.001,3,3,1,1
1354,Ia,18.575,1,0,0,0
1355,Ia,23.623,8,0,0,0
1356,Ia,22.133,1,1,1,1
1357,Ia,22.628,2,0,0,0
1359,Ia,22.336,1,1,1,1
1360,Ia,20.638,1,1,1,1
1361,Ia,22.231,1,1,1,1
1362,Ia,20.437,1,0,0,0
1363,Ia,21.328,1,0,0,0
1364,Ia,21.854,1,1,1,1
1365,Ia,21.413,1,1,1,1
1366,Ia,21.244,1,1,1,1
1367,Ia,20.699,1,1,1,1
1368,Ia,21.637,1,1,1,1
1369,Ia,22.033,1,1,1,1
1371,Ia,22.902,3,0,0,0
1372,Ia,21.423,1,1,1,1
1373,Ia,22.541,2,2,1,1
1374,Ia,22.136,1,1,1,1
1375,Ia,23.615,8,8,1,1
1377,Ia,21.508,1,0,0,0
1378,Ia,21.710,1,1,1,1
1379,Ia,22.280,1,1,1,1
1380,Ia,24.018,16,8,1,0
1382,Ia,22.901,3,3,1,1
1383,Ia,22.363,1,1,1,1
1384,Ia,21.052,1,1,1,1
1385,Ia,22.420,1,0,0,0
1387,Ia,23.339,5,0,0,0
1388,Ia,21.995,1,0,0,0
1389,Ia,20.152,1,0,0,0
1390,Ia,21.996,1,0,0,0
1391,Ia,21.325,1,1,1,1
1392,Ia,20.463,1,1,1,1
1393,Ia,24.526,40,29,1,0
1394,Ia,21.082,1,1,1,1
1395,Ia,22.629,2,2,1,1
1396,Ia,25.283,160,0,0,0
1397,Ia,20.926,1,1,1,1
1399,Ia,21.430,1,1,1,1
1400,Ia,19.864,1,1,1,1
1401,Ia,24.841,72,3,1,0
1403,Ia,22.299,1,0,0,0
1404,Ia,22.245,1,1,1,1
1405,Ia,21.933,1,1,1,1
1406,Ia,21.516,1,1,1,1
1407,Ia,21.060,1,1,1,1
1409,Ia,19.720,1,0,0,0
1410,Ia,23.204,4,4,1,1
1411,Ia,21.664,1,1,1,1
1412,Ia,20.643,1,0,0,0
1413,Ia,22.698,2,2,1,1
1414,Ia,21.558,1,1,1,1
1415,Ia,21.759,1,1,1,1
1416,Ia,20.620,1,0,0,0
1417,Ia,20.997,1,1,1,1
1419,Ia,21.803,1,1,1,1
1420,Ia,18.856,1,0,0,0
1421,Ia,20.714,1,0,0,0
1422,Ia,23.018,3,3,1,1
1423,Ia,25.334,178,15,1,0
1424,Ia,21.811,1,1,1,1
1425,Ia,22.392,1,1,1,1
1426,Ia,23.258,4,2,1,0
1427,Ia,22.842,2,1,1,0
1428,Ia,22.257,1,1,1,1
1429,Ia,21.840,1,0,0,0
1430,Ia,20.657,1,1,1,1
1431,Ia,22.382,1,0,0,0
1432,Ia,22.394,1,1,1,1
1433,Ia,24.441,35,16,1,0
1434,Ia,21.841,1,0,0,0
1435,Ia,19.919,1,1,1,1
1436,Ia,20.969,1,1,1,1
1437,Ia,20.658,1,0,0,0
1438,Ia,21.886,1,1,1,1
1439,Ia,20.745,1,0,0,0
1440,Ia,21.881,1,1,1,1
1441,Ia,21.010,1,0,0,0
1442,Ia,22.333,1,1,1,1
1443,Ia,23.504,7,7,1,1
1444,Ia,24.469,36,29,1,0
1445,Ia,23.897,13,0,0,0
1446,Ia,21.004,1,0,0,0
1447,Ia,21.779,1,0,0,0
1448,Ia,22.141,1,1,1,1
1449,Ia,22.091,1,1,1,1
1450,Ia,23.261,4,4,1,1
1451,Ia,23.662,9,9,1,1
1452,Ia,21.665,1,1,1,1
1453,Ia,21.747,1,1,1,1
1454,Ia,23.843,12,5,1,0
1455,Ia,22.439,1,1,1,1
1456,Ia,22.154,1,0,0,0
1457,Ia,22.282,1,0,0,0
1458,Ia,20.801,1,1,1,1
1459,Ia,22.219,1,1,1,1
1460,Ia,19.603,1,1,1,1
1462,Ia,22.886,3,3,1,1
1463,Ia,21.382,1,1,1,1
1464,Ia,20.772,1,0,0,0
1465,Ia,22.276,1,1,1,1
1466,Ia,21.282,1,1,1,1
1467,Ia,22.688,2,2,1,1
1468,Ia,23.983,15,12,1,0
1469,Ia,22.933,3,0,0,0
1470,Ia,20.857,1,1,1,1
1471,Ia,22.797,2,0,0,0
1472,Ia,22.448,1,0,0,0
1474,Ia,20.958,1,1,1,1
1475,Ia,22.365,1,1,1,1
1476,Ia,22.284,1,0,0,0
1478,Ia,21.118,1,0,0,0
1480,Ia,18.889,1,1,1,1
1481,Ia,22.301,1,1,1,1
1482,Ia,20.987,1,1,1,1
1483,Ia,23.355,5,5,1,1
1484,Ia,22.948,3,3,1,1
1485,Ia,21.892,1,1,1,1
1486,Ia,22.936,3,3,1,1
1487,Ia,23.844,12,3,1,0
1488,Ia,20.696,1,0,0,0
1490,Ia,21.264,1,1,1,1
1491,Ia,22.564,2,2,1,1
1492,Ia,20.440,1,1,1,1
1493,Ia,19.201,1,0,0,0
1494,Ia,20.078,1,0,0,0
1495,Ia,22.325,1,0,0,0
1496,Ia,21.618,1,1,1,1
1497,Ia,21.360,1,1,1,1
1498,Ia,22.266,1,1,1,1
1499,Ia,23.551,7,0,0,0
1500,Ia,21.938,1,0,0,0
1501,Ia,23.548,7,7,1,1
1502,Ia,21.394,1,1,1,1
1503,Ia,24.903,81,6,1,0
1504,Ia,20.804,1,1,1,1
1505,Ia,22.973,3,3,1,1
1506,Ia,23.233,4,4,1,1
1507,Ia,21.859,1,1,1,1
1508,Ia,21.281,1,1,1,1
1509,Ia,22.991,3,0,0,0
1510,Ia,21.833,1,1,1,1
1511,Ia,24.454,35,29,1,0
1512,Ia,20.428,1,1,1,1
1513,Ia,19.818,1,1,1,1
1514,Ia,24.507,38,9,1,0
1515,Ia,20.587,1,1,1,1
1516,Ia,20.254,1,1,1,1
1517,Ia,18.626,1,1,1,1
1518,Ia,21.582,1,1,1,1
1519,Ia,23.653,9,0,0,0
1520,Ia,22.241,1,1,1,1
1521,Ia,22.972,3,3,1,1
1522,Ia,23.523,7,7,1,1
1523,Ia,22.351,1,1,1,1
1524,Ia,21.273,1,1,1,1
1525,Ia,20.443,1,1,1,1
1526,Ia,21.913,1,1,1,1
1527,Ia,20.199,1,0,0,0
1528,Ia,20.579,1,1,1,1
1529,Ia,18.900,1,0,0,0
1530,Ia,22.961,3,3,1,1
1531,Ia,21.723,1,1,1,1
1532,Ia,23.079,3,3,1,1
1533,Ia,22.717,2,2,1,1
1534,Ia,22.767,2,0,0,0
1535,Ia,24.665,52,2,1,0
1536,Ia,21.034,1,1,1,1
1537,Ia,22.723,2,0,0,0
1538,Ia,22.478,1,0,0,0
1539,Ia,19.555,1,1,1,1
1540,Ia,22.529,2,2,1,1
1541,Ia,22.472,1,0,0,0
1542,Ia,23.319,5,0,0,0
1543,Ia,20.989,1,1,1,1
1544,Ia,20.059,1,1,1,1
1545,Ia,25.370,190,17,1,0
1546,Ia,22.760,2,0,0,0
1547,Ia,21.252,1,1,1,1
1549,Ia,21.059,1,1,1,1
1550,Ia,20.921,1,1,1,1
1551,Ia,20.072,1,0,0,0
1552,Ia,22.433,1,1,1,1
1553,Ia,22.582,2,2,1,1
1554,Ia,21.351,1,1,1,1
1555,Ia,25.143,125,14,1,0
1556,Ia,23.763,10,6,1,0
1557,Ia,21.215,1,1,1,1
1558,Ia,19.017,1,0,0,0
1559,Ia,21.468,1,1,1,1
1560,Ia,21.288,1,0,0,0
1561,Ia,21.588,1,0,0,0
1562,Ia,24.619,48,29,1,0
1563,Ia,23.843,12,12,1,1
1564,Ia,21.460,1,1,1,1
1565,Ia,22.386,1,0,0,0
1567,Ia,22.697,2,2,1,1
1568,Ia,24.781,64,29,1,0
1569,Ia,23.003,3,0,0,0
1570,Ia,24.551,42,23,1,0
1571,Ia,21.907,1,1,1,1
1572,Ia,22.282,1,0,0,0
1574,Ia,21.145,1,1,1,1
1575,Ia,22.750,2,2,1,1
1576,Ia,22.189,1,0,0,0
1577,Ia,22.783,2,0,0,0
1578,Ia,23.062,3,0,0,0
1579,Ia,21.809,1,1,1,1
1580,Ia,19.892,1,1,1,1
1581,Ia,22.247,1,1,1,1
1583,Ia,20.341,1,1,1,1
1584,Ia,22.618,2,2,1,1
1585,Ia,23.479,6,6,1,1
1586,Ia,20.140,1,1,1,1
1587,Ia,21.834,1,0,0,0
1588,Ia,22.773,2,0,0,0
1589,Ia,22.137,1,1,1,1
1590,Ia,24.216,23,6,1,0
1591,Ia,20.983,1,1,1,1
1593,Ia,22.651,2,0,0,0
1594,Ia,19.545,1,1,1,1
1595,Ia,21.588,1,1,1,1
1596,Ia,21.354,1,1,1,1
1597,Ia,22.946,3,3,1,1
1598,Ia,24.023,16,4,1,0
1599,Ia,20.623,1,1,1,1
1600,Ia,21.345,1,0,0,0
1601,Ia,21.708,1,1,1,1
1602,Ia,21.191,1,1,1,1
1603,Ia,22.142,1,1,1,1
1604,Ia,22.614,2,2,1,1
1605,Ia,22.733,2,0,0,0
1606,Ia,23.533,7,7,1,1
1608,Ia,19.937,1,1,1,1
1609,Ia,22.532,2,2,1,1
1611,Ia,22.384,1,1,1,1
1612,Ia,22.928,3,3,1,1
1614,Ia,24.939,86,29,1,0
1615,Ia,23.377,5,0,0,0
1616,Ia,22.043,1,1,1,1
1619,Ia,23.178,4,4,1,1
1620,Ia,21.659,1,1,1,1
1621,Ia,22.380,1,1,1,1
1622,Ia,21.710,1,1,1,1
1623,Ia,19.329,1,1,1,1
1624,Ia,21.158,1,1,1,1
1625,Ia,22.673,2,0,0,0
1626,Ia,21.100,1,1,1,1
1627,Ia,23.703,9,1,1,0
1628,Ia,21.823,1,1,1,1
1629,Ia,22.691,2,2,1,1
1630,Ia,21.148,1,1,1,1
1631,Ia,20.076,1,0,0,0
1632,Ia,22.622,2,0,0,0
1633,Ia,21.412,1,1,1,1
1634,Ia,21.029,1,0,0,0
1635,Ia,23.015,3,3,1,1
1636,Ia,21.073,1,1,1,1
1637,Ia,22.291,1,1,1,1
1638,Ia,21.061,1,1,1,1
1639,Ia,21.466,1,1,1,1
1640,Ia,22.017,1,1,1,1
1641,Ia,21.605,1,1,1,1
1642,Ia,21.316,1,1,1,1
1644,Ia,21.843,1,1,1,1
1646,Ia,21.828,1,1,1,1
1647,Ia,18.920,1,1,1,1
1648,Ia,19.897,1,1,1,1
1649,Ia,19.134,1,0,0,0
1650,Ia,21.962,1,0,0,0
1651,Ia,18.453,1,1,1,1
1652,Ia,20.167,1,0,0,0
1653,Ia,19.494,1,1,1,1
1654,Ia,21.566,1,1,1,1
1655,Ia,24.047,17,7,1,0
1656,Ia,21.058,1,1,1,1
1657,Ia,21.055,1,0,0,0
1658,Ia,20.958,1,1,1,1
