field,SNID,RA_deg,DEC_deg,z_cmb,peakmag_Z
ELAIS-N1,2094662,244.60006,54.14890,0.9523,23.727
ELAIS-N1,174954,241.75862,54.66470,1.5787,24.263
ELAIS-N1,3104520,241.96940,54.73661,1.3626,27.073
ELAIS-N1,2250352,243.20307,54.50884,0.6789,24.839
ELAIS-N1,113201,240.20942,54.24492,0.8963,24.716
ELAIS-N1,255709,244.44877,55.71800,0.5579,23.877
ELAIS-N1,2281792,240.62948,56.02863,0.2972,25.127
ELAIS-N1,2417602,241.51954,54.36491,0.4547,23.947
ELAIS-N1,1975171,245.02157,55.03610,0.3926,24.539
ELAIS-N1,2579641,243.19754,55.11991,1.9665,27.609
ELAIS-N1,391072,241.37487,56.24353,0.5819,23.915
ELAIS-N1,3296194,244.28786,55.22764,1.3582,25.647
ELAIS-N1,707315,240.27563,53.98080,0.8255,25.290
ELAIS-N1,2919854,243.25331,54.96424,0.7711,26.145
ELAIS-N1,2983716,241.37971,54.54481,0.7903,25.499
ELAIS-N1,111770,245.71869,54.22092,0.8222,24.330
ELAIS-N1,598557,239.59871,55.76581,0.6327,23.596
ELAIS-N1,2926258,244.04142,56.14804,0.5626,24.868
ELAIS-N1,536031,244.51476,55.83751,0.4237,24.404
ELAIS-N1,115164,240.24171,53.22337,0.8947,24.899
ELAIS-N1,1957231,245.20914,54.19691,1.0879,24.149
ELAIS-N1,3089865,242.31343,55.02412,1.2149,25.799
ELAIS-N1,2895262,244.65782,53.68043,0.4125,24.366
ELAIS-N1,377354,242.27415,52.81390,0.3251,23.503
ELAIS-N1,1997192,243.98297,55.27551,0.8822,24.968
ELAIS-N1,794876,243.48324,56.11222,1.0565,26.787
ELAIS-N1,2007709,240.79362,54.68867,1.0104,26.007
ELAIS-N1,2592744,241.55222,53.98080,1.2535,27.700
ELAIS-N1,955930,241.04603,56.26740,0.5321,23.972
ELAIS-N1,2602288,243.39448,54.24492,0.3129,22.112
ELAIS-N1,2924650,241.79662,55.03610,1.2699,28.076
ELAIS-N1,1232526,245.10215,55.95697,0.3393,21.357
ELAIS-N1,3288939,244.12462,55.28747,0.1668,21.282
ELAIS-N1,519468,242.42698,54.64073,0.9591,25.552
ELAIS-N1,2166230,242.45225,54.13690,1.5203,27.696
ELAIS-N1,191415,240.87650,53.21133,0.6016,24.187
ELAIS-N1,2828212,242.96934,55.98086,0.8882,26.293
ELAIS-N1,832414,241.84578,54.24492,1.2425,27.334
ELAIS-N1,60864,241.46521,54.47286,0.9230,25.991
ELAIS-N1,714172,245.02967,54.80851,0.5740,23.367
ELAIS-N1,1723639,240.96455,52.94643,1.0729,26.503
ELAIS-N1,563839,243.09263,55.06005,0.4572,23.993
ELAIS-N1,3091085,243.04272,53.28354,0.3443,24.922
ELAIS-N1,2378668,243.35324,56.04057,0.5740,24.421
ELAIS-N1,2418710,241.11276,54.80851,0.9133,25.283
ELAIS-N1,2577371,243.62464,53.51211,0.4092,22.665
ELAIS-N1,1079512,240.54842,54.77256,0.6834,24.998
ELAIS-N1,924017,241.56898,54.14890,1.4524,27.604
ELAIS-N1,3309,242.07760,54.55680,1.0290,25.309
ELAIS-N1,2569966,243.03918,55.37123,0.5526,24.243
ELAIS-N1,2238870,243.02917,54.18491,0.9887,25.489
ELAIS-N1,1907110,243.70186,53.81263,0.7340,24.077
ELAIS-N1,2167882,243.07931,54.43688,0.7607,23.478
ELAIS-N1,1129649,242.95500,55.20370,0.8353,25.332
ELAIS-N1,1703492,242.29302,54.38890,0.4170,24.460
ELAIS-N1,2803603,239.94547,54.89238,1.1096,25.516
ELAIS-N1,1098692,242.93840,54.38890,1.3921,27.444
ELAIS-N1,2851199,244.12996,53.06687,0.7616,23.798
ELAIS-N1,1619307,239.81031,54.19691,0.5044,24.900
ELAIS-N1,3305422,243.57234,53.46400,0.9681,25.372
ELAIS-N1,3062720,242.63077,56.10028,0.4568,24.925
ELAIS-N1,3275054,241.53359,54.23292,0.7776,25.832
ELAIS-N1,1261779,242.83158,54.65271,0.6414,25.234
ELAIS-N1,1554532,240.62199,53.87270,1.0915,26.116
ELAIS-N1,998316,242.60417,54.91633,0.8606,25.152
ELAIS-N1,1960337,240.28687,54.18491,0.9242,23.592
ELAIS-N1,1310616,243.60521,53.90874,0.4002,24.494
ELAIS-N1,3038291,241.48764,54.78455,1.1400,26.950
ELAIS-N1,26171,241.30585,54.67669,1.3576,26.660
ELAIS-N1,1474425,241.96846,55.81361,0.4738,25.432
ELAIS-N1,1989958,242.45108,54.41289,0.9149,26.457
ELAIS-N1,3189552,242.51786,54.24492,1.0299,26.823
ELAIS-N1,1654544,244.79826,54.02884,0.7465,25.021
ELAIS-N1,1117235,240.31884,54.50884,1.0775,26.219
ELAIS-N1,2680236,242.92182,55.28747,0.7877,25.474
ELAIS-N1,297997,242.81627,55.34730,0.5869,23.627
ELAIS-N1,1671315,242.18314,54.18491,0.5497,24.825
ELAIS-N1,1516278,240.08592,55.58651,0.7607,25.626
ELAIS-N1,4471,243.46463,55.40712,1.1973,25.597
ELAIS-N1,1268932,245.31334,55.39515,0.6389,25.249
ELAIS-N1,98069,242.49519,53.76456,1.0358,25.188
ELAIS-N1,2985702,243.88943,54.41289,1.2623,27.414
ELAIS-N1,2300245,241.30543,54.94029,0.9571,24.927
ELAIS-N1,2121734,245.70615,54.32891,0.5983,24.607
ELAIS-N1,522265,241.49261,54.66470,0.7172,23.794
ELAIS-N1,306165,244.40249,53.54818,0.5072,24.555
ELAIS-N1,2168951,243.63351,54.89238,0.4536,22.893
ELAIS-N1,1092075,243.15662,53.96879,1.0851,26.599
ELAIS-N1,2999971,244.32712,55.80166,1.0835,24.916
ELAIS-N1,800076,240.56231,55.67019,0.4421,24.199
ELAIS-N1,1292615,242.57466,54.64073,0.5834,25.915
ELAIS-N1,1229976,242.11973,55.62237,0.6539,24.946
ELAIS-N1,3133400,243.69623,55.21567,0.6846,25.360
ELAIS-N1,421401,242.38368,54.58078,0.7942,26.119
ELAIS-N1,111271,240.41369,55.95697,0.4874,23.966
ELAIS-N1,390930,243.38335,54.01683,0.4715,25.149
ELAIS-N1,1054713,243.13013,54.68867,1.1223,25.747
ELAIS-N1,3230600,242.76114,55.93308,0.4694,22.934
ELAIS-N1,2141716,241.25447,54.32891,1.2585,25.633
ELAIS-N1,1934745,241.25325,54.29292,1.6940,28.740
ELAIS-N1,173298,243.63828,54.14890,2.4394,29.841
ELAIS-N1,2891421,240.13678,55.67019,0.5087,23.121
ELAIS-N1,500560,242.24560,54.41289,0.8470,25.566
ELAIS-N1,1224877,243.14253,54.83247,0.7350,24.587
ELAIS-N1,826605,242.36689,54.01683,0.8557,25.913
ELAIS-N1,2340451,241.28599,53.27151,1.2700,25.075
ELAIS-N1,1840683,239.89604,54.84446,0.7429,24.436
ELAIS-N1,1527420,240.30201,53.65639,0.9234,25.063
ELAIS-N1,2876501,241.59348,54.04085,0.9988,26.597
ELAIS-N1,2222415,240.11473,55.11991,1.3589,25.256
ELAIS-N1,2656687,242.90663,55.34730,0.8548,24.837
ELAIS-N1,990393,242.15882,55.76581,0.5445,24.886
ELAIS-N1,2264930,240.90491,55.99280,1.7121,25.233
ELAIS-N1,2232579,244.75321,54.73661,0.5828,25.202
ELAIS-N1,981802,245.09209,53.41589,0.5121,24.515
ELAIS-N1,2662939,243.25864,56.12416,0.5370,24.216
ELAIS-N1,531049,240.92285,54.34091,0.6800,24.395
ELAIS-N1,319489,243.80189,55.64628,0.2822,23.800
ELAIS-N1,415447,245.03828,53.58426,0.6165,24.823
ELAIS-N1,2079912,243.46270,55.49084,1.1190,24.884
ELAIS-N1,1929183,244.74416,53.68043,0.5897,24.975
ELAIS-N1,2748243,240.59420,53.94477,0.8363,24.705
ELAIS-N1,2043021,239.97529,54.78455,0.7299,24.903
ELAIS-N1,1174091,243.79121,55.16779,0.7459,26.116
ELAIS-N1,1032068,241.76669,53.81263,0.8801,25.168
ELAIS-N1,707680,242.15280,55.00017,1.8703,29.035
ELAIS-N1,99993,241.91148,54.19691,0.5910,23.610
ELAIS-N1,61368,242.30656,54.60476,1.2586,26.307
ELAIS-N1,842528,244.64429,55.27551,0.7333,25.242
ELAIS-N1,1829740,245.35300,53.98080,0.8484,25.609
ELAIS-N1,2545376,241.95246,54.60476,1.0007,26.130
ELAIS-N1,2125217,245.82068,54.06486,0.8019,24.897
ELAIS-N1,2997045,244.13776,54.18491,0.4050,25.164
ELAIS-N1,1309602,241.60324,54.94029,1.3892,25.389
ELAIS-N1,1339909,243.16024,54.80851,1.4840,26.435
ELAIS-N1,1641433,241.12757,52.72954,0.6937,23.341
ELAIS-N1,911911,243.45043,53.80061,0.6254,24.560
ELAIS-N1,162262,244.83601,54.61675,1.1073,26.299
ELAIS-N1,1217830,242.01886,53.66841,1.2302,26.696
ELAIS-N1,2540203,241.65721,55.25157,1.2330,25.365
ELAIS-N1,326047,243.91104,55.99280,0.8204,24.771
ELAIS-N1,3253891,244.58973,52.88620,0.9996,24.822
ELAIS-N1,3136075,241.08879,55.65824,0.8933,24.859
ELAIS-N1,3046037,242.26347,56.44638,0.5236,24.684
ELAIS-N1,1671338,242.46136,54.71264,0.7219,24.837
ELAIS-N1,2945314,240.29621,54.13690,1.0165,24.989
ELAIS-N1,307163,242.32500,55.20370,0.8106,24.878
ELAIS-N1,798273,243.31548,54.23292,0.9310,25.598
ELAIS-N1,497402,244.80978,53.66841,0.6959,24.246
ELAIS-N1,2480402,241.93284,53.86068,0.5408,24.320
ELAIS-N1,715301,243.49519,55.00017,1.3587,25.532
ELAIS-N1,2922294,242.54263,55.31140,1.1298,25.320
ELAIS-N1,75197,240.22344,54.95227,0.9602,24.340
ELAIS-N1,885603,241.06817,55.64628,1.1646,25.825
ELAIS-N1,916531,241.33256,54.86842,1.2917,26.629
ELAIS-N1,2050497,243.99123,54.26892,1.4341,24.693
ELAIS-N1,3179054,243.90176,54.43688,1.0732,26.266
ELAIS-N1,2235391,244.01668,53.06687,0.7521,24.839
ELAIS-N1,357060,242.13734,53.89672,1.2958,26.367
ELAIS-N1,1013523,242.18878,55.92114,0.6374,24.610
ELAIS-N1,871093,241.85229,55.53868,0.5084,23.044
ELAIS-N1,2076511,242.86545,55.08399,0.7489,25.928
ELAIS-N1,1810755,242.35654,52.93439,2.0191,26.852
ELAIS-N1,36123,240.56467,53.90874,1.0842,26.012
ELAIS-N1,1257646,242.19669,54.90435,1.3173,26.570
ELAIS-N1,2271917,244.84370,55.11991,1.1781,24.250
ELAIS-N1,3342979,241.69873,52.52457,0.6522,23.756
ELAIS-N1,852465,240.50433,55.15582,0.9223,24.892
ELAIS-N1,2066805,241.79925,52.88620,0.8326,24.014
ELAIS-N1,2161225,243.25402,54.64073,1.6347,27.640
ELAIS-N1,844363,245.23635,53.63235,0.4132,22.964
ELAIS-N1,793773,241.44367,53.17522,0.9183,25.179
ELAIS-N1,3321439,241.99009,53.66841,1.2530,25.784
ELAIS-N1,2452851,242.98443,56.51795,0.9683,25.611
ELAIS-N1,2535642,242.64129,54.47286,0.7231,23.010
ELAIS-N1,3062035,242.57542,53.81263,0.6182,24.457
ELAIS-N1,2319949,241.53426,54.95227,1.3011,25.787
ELAIS-N1,2319956,242.61197,55.29944,0.3704,25.129
ELAIS-N1,985046,240.13992,53.89672,0.9892,24.842
ELAIS-N1,2846977,241.41704,56.26740,1.2709,23.908
ELAIS-N1,2263801,240.70854,55.38319,1.4146,25.756
ELAIS-N1,532878,242.08278,54.82049,1.4131,27.127
ELAIS-N1,2094062,241.41612,54.72463,1.3796,24.508
ELAIS-N1,1645073,242.02906,55.27551,1.5664,26.341
ELAIS-N1,1303541,243.90424,52.98257,0.5214,23.013
ELAIS-N1,1908806,241.47502,53.74053,0.6468,23.403
ELAIS-N1,1214752,239.67651,55.03610,0.4218,24.300
ELAIS-N1,389150,239.31954,54.96424,0.8915,24.269
ELAIS-N1,2013873,240.56522,53.94477,0.3221,22.322
ELAIS-N1,1718745,243.84258,53.77658,0.3958,24.056
ELAIS-N1,1169848,241.96984,54.19691,0.9080,25.969
ELAIS-N1,2060296,243.66250,54.68867,1.6066,26.123
ELAIS-N1,2365788,244.95691,55.00017,0.9590,24.244
ELAIS-N1,2694264,245.61469,54.11289,0.5026,24.334
ELAIS-N1,1732536,245.44230,55.11991,0.2575,22.030
ELAIS-N1,1552672,244.38208,55.17976,1.1160,25.778
ELAIS-N1,2284297,243.48080,55.26354,0.4953,22.949
ELAIS-N1,2520970,242.58026,55.69410,1.0316,24.721
ELAIS-N1,1005247,242.57622,55.77776,0.7576,23.642
ELAIS-N1,447155,240.05267,53.60830,0.7977,25.032
ELAIS-N1,1510152,242.21677,53.28354,0.5642,24.925
ELAIS-N1,748431,241.24148,54.23292,0.7473,25.328
ELAIS-N1,430731,245.45588,54.48485,0.6705,24.192
ELAIS-N1,1605306,239.99512,54.29292,1.1524,25.104
ELAIS-N1,1808797,243.94428,54.37690,0.9015,25.385
ELAIS-N1,2076007,240.05559,55.58651,0.7157,24.136
ELAIS-N1,2203238,243.19864,54.23292,1.8206,26.563
ELAIS-N1,575483,239.24252,53.89672,0.4125,23.657
ELAIS-N1,2670101,242.66523,55.07202,1.1546,26.634
ELAIS-N1,2992413,241.54144,55.58651,0.9554,25.577
ELAIS-N1,2762279,241.65388,53.65639,0.5490,24.118
ELAIS-N1,2078438,245.26131,55.38319,0.4389,24.534
ELAIS-N1,3212804,242.61582,54.94029,1.0936,26.806
ELAIS-N1,2548400,240.05471,55.01215,0.9620,24.925
ELAIS-N1,3248170,244.74222,54.19691,0.1898,22.661
ELAIS-N1,1584863,241.03599,54.19691,0.6357,24.624
ELAIS-N1,573397,241.62824,53.72851,0.7202,24.242
ELAIS-N1,1145008,242.90738,56.21966,1.1724,25.551
ELAIS-N1,576354,241.42254,52.86210,0.1577,22.480
ELAIS-N1,2242748,243.34842,52.76570,0.9471,24.299
ELAIS-N1,1313010,240.85349,55.98086,0.3525,22.570
ELAIS-N1,2993036,243.21035,55.26354,0.7707,25.627
ELAIS-N1,535612,241.02899,53.94477,0.2969,22.740
ELAIS-N1,2958502,243.16650,54.88040,1.1663,27.179
ELAIS-N1,1166959,239.43966,53.62033,0.8509,24.838
ELAIS-N1,3077435,243.14206,54.71264,1.8629,28.686
ELAIS-N1,2509316,243.37850,52.68133,0.5047,24.486
ELAIS-N1,918649,242.80544,54.56879,1.0643,25.800
ELAIS-N1,526713,244.91875,54.28092,0.3517,20.821
ELAIS-N1,2300446,241.29139,53.15115,0.6774,24.612
ELAIS-N1,2416599,243.18994,54.24492,1.8799,27.246
ELAIS-N1,2463341,241.10728,54.62874,0.7425,26.253
ELAIS-N1,2277585,244.09833,53.74053,0.7984,23.480
ELAIS-N1,534390,245.67607,54.19691,0.9766,24.826
ELAIS-N1,1164942,244.23089,53.21133,0.7942,24.882
ELAIS-N1,3078022,241.58284,54.70066,0.5228,21.320
ELAIS-N1,292202,241.77840,54.86842,0.9091,25.389
ELAIS-N1,3110540,242.37492,54.74860,0.8761,26.172
ELAIS-N1,2285491,241.26684,54.68867,0.9340,24.337
ELAIS-N1,453338,242.30175,56.24353,0.7052,22.996
ELAIS-N1,81506,242.29743,54.77256,0.9529,25.950
ELAIS-N1,2935046,240.23586,55.33533,0.8676,25.011
ELAIS-N1,2697010,242.79172,54.38890,1.3375,27.000
ELAIS-N1,1606138,241.87500,54.05285,0.7005,22.386
ELAIS-N1,2263392,242.88768,52.74159,0.4892,24.510
ELAIS-N1,2322798,240.24484,55.17976,0.6838,21.808
ELAIS-N1,2598835,242.52147,54.86842,1.1404,25.013
ELAIS-N1,2001138,243.61870,53.84867,0.3975,23.301
ELAIS-N1,3244905,243.23175,54.38890,0.7510,23.327
ELAIS-N1,745118,243.00000,54.78455,0.7013,22.644
ELAIS-N1,1122898,241.19941,54.43688,1.2423,26.052
ELAIS-N1,3256489,242.36792,53.27151,1.0144,24.657
ELAIS-N1,2578000,242.99133,53.83666,1.3198,26.911
ELAIS-N1,938611,242.82106,54.38890,0.9660,26.960
ELAIS-N1,2933838,240.63585,55.25157,1.0486,25.613
ELAIS-N1,1771544,241.83284,54.37690,1.3218,26.176
ELAIS-N1,2093836,242.92574,54.84446,1.5650,27.365
ELAIS-N1,541716,244.05010,55.51476,1.4314,25.612
ELAIS-N1,2432420,243.94213,53.25947,0.5921,23.812
ELAIS-N1,1401746,244.68843,55.00017,0.2573,21.074
ELAIS-N1,383080,242.17891,54.11289,0.4390,22.968
ELAIS-N1,1314805,243.10633,54.64073,1.5165,27.332
ELAIS-N1,578989,241.71954,52.99461,1.2298,23.885
ELAIS-N1,1146048,242.80007,55.01215,0.6492,25.456
ELAIS-N1,1826889,240.98962,55.37123,0.8731,26.439
ELAIS-N1,2362336,242.08131,56.51795,0.5297,23.652
ELAIS-N1,2289302,244.04365,55.19173,0.5307,22.538
ELAIS-N1,2741888,243.95764,55.22764,0.7953,25.201
ELAIS-N1,519284,243.83448,54.44887,0.8916,25.886
ELAIS-N1,2105388,241.34688,56.05252,1.4432,26.390
ELAIS-N1,2052430,242.46691,54.94029,1.1388,25.885
ELAIS-N1,1829151,242.76432,54.54481,1.2237,23.716
ELAIS-N1,2371295,243.81899,54.67669,0.4840,24.060
ELAIS-N1,874586,242.31994,53.88471,1.0360,24.775
ELAIS-N1,703297,245.01754,53.57223,0.8749,24.130
ELAIS-N1,1105705,241.38571,53.40386,1.2595,25.430
ELAIS-N1,1145499,242.95504,52.76570,1.0821,24.443
ELAIS-N1,2361309,242.92385,54.32891,0.7680,23.812
ELAIS-N1,1432998,240.05317,53.96879,1.1415,25.765
ELAIS-N1,1799123,243.64454,54.50884,0.8060,24.791
ELAIS-N1,2821606,243.81452,56.32707,0.9827,24.936
ELAIS-N1,3078276,243.04742,54.76058,1.1120,25.819
ELAIS-N1,2964311,242.65656,54.41289,0.9518,24.971
ELAIS-N1,2495630,241.92440,52.94643,0.9866,24.876
ELAIS-N1,1160022,239.52149,55.46692,1.0644,24.045
ELAIS-N1,2130468,242.66257,55.03610,0.9013,25.556
ELAIS-N1,2525724,243.14661,55.10794,1.3814,27.577
ELAIS-N1,2063666,243.13581,53.03074,0.9809,24.632
ELAIS-N1,2794395,244.05832,53.54818,0.9249,24.438
ELAIS-N1,2849960,242.02253,55.51476,0.7612,25.270
ELAIS-N1,234722,242.49280,53.72851,0.6210,25.142
ELAIS-N1,2173799,244.79082,55.92114,0.6902,22.673
ELAIS-N1,129682,242.07432,52.93439,1.1684,25.886
ELAIS-N1,2490739,242.01618,54.86842,0.8798,25.097
ELAIS-N1,1588626,241.68693,55.67019,1.0003,24.946
ELAIS-N1,1247805,241.58437,54.50884,1.7016,25.836
ELAIS-N1,3278907,240.41988,53.90874,0.6302,23.284
ELAIS-N1,714868,241.75344,54.55680,1.6152,27.293
ELAIS-N1,2424792,241.77541,54.60476,1.2814,25.417
ELAIS-N1,2099920,240.40566,53.48806,1.6404,26.006
ELAIS-N1,2211110,239.69914,53.51211,1.1215,25.106
ELAIS-N1,2393923,242.64939,54.85644,0.8348,25.699
ELAIS-N1,1483314,241.81520,52.82595,1.2908,25.899
ELAIS-N1,2619087,244.73761,54.16090,1.0631,25.631
ELAIS-N1,1161680,242.64311,53.68043,1.4560,25.544
ELAIS-N1,2203640,241.58122,53.75254,0.5694,24.014
ELAIS-N1,372947,245.96574,54.42489,0.5911,24.071
ELAIS-N1,18599,243.20103,56.27934,0.6778,25.104
ELAIS-N1,2477884,242.86721,54.60476,0.6654,25.182
ELAIS-N1,61932,242.78830,54.47286,1.3120,25.451
ELAIS-N1,3120661,241.32021,56.15997,0.9127,24.743
ELAIS-N1,425346,245.40865,53.76456,0.5944,24.715
ELAIS-N1,2824060,239.40117,54.23292,0.6994,24.440
ELAIS-N1,2808163,241.28489,53.80061,1.8704,27.231
ELAIS-N1,560724,243.41740,55.75386,0.7524,25.033
ELAIS-N1,1473913,241.54735,54.32891,0.7933,25.788
ELAIS-N1,1578661,244.27480,55.87335,1.0050,24.202
ELAIS-N1,2079859,243.93418,54.55680,0.5808,24.739
ELAIS-N1,1518328,244.95391,53.45197,1.5662,24.954
ELAIS-N1,980454,242.13133,53.28354,0.8343,24.289
ELAIS-N1,1851715,243.40976,54.30492,1.1591,25.649
ELAIS-N1,2044238,244.96660,53.47603,0.5608,25.172
ELAIS-N1,1373756,243.21215,55.06005,0.8722,26.236
ELAIS-N1,3092688,242.81096,54.64073,0.8785,25.400
ELAIS-N1,442734,243.10227,54.24492,1.0834,25.824
ELAIS-N1,1680775,242.28154,54.67669,0.7856,25.915
ELAIS-N1,3158710,243.03767,53.93276,1.1215,24.425
ELAIS-N1,3037084,241.39929,54.02884,1.8439,26.914
ELAIS-N1,886585,243.36917,54.92831,1.2971,24.960
ELAIS-N1,2561381,240.39474,55.17976,1.6431,25.091
ELAIS-N1,2741803,243.52526,52.95848,0.7108,24.954
ELAIS-N1,2503650,242.29290,54.70066,0.7938,24.812
ELAIS-N1,1447195,243.11064,54.11289,1.9024,26.820
ELAIS-N1,35603,243.66461,54.31692,1.5949,26.664
ELAIS-N1,1972801,244.51236,54.78455,0.6429,25.215
ELAIS-N1,2791559,242.93736,53.27151,0.5395,23.843
ELAIS-N1,467153,242.52864,54.54481,0.8943,25.794
ELAIS-N1,2559996,244.62049,55.94503,0.1809,21.554
ELAIS-N1,2793565,242.33291,53.31964,0.9151,25.859
ELAIS-N1,1707120,243.61054,56.35094,0.8124,24.964
ELAIS-N1,982814,241.87500,54.82049,0.4964,23.951
ELAIS-N1,2129018,242.80188,54.13690,0.9251,26.006
ELAIS-N1,2964934,243.40251,53.90874,0.8050,25.665
ELAIS-N1,2193214,242.79601,55.72996,1.5406,26.175
ELAIS-N1,1726703,243.36036,54.94029,0.5917,24.176
ELAIS-N1,1383205,241.40671,54.73661,0.4754,24.496
ELAIS-N1,279735,244.24908,55.40712,1.2567,25.376
ELAIS-N1,904203,242.59431,53.66841,1.0644,26.537
ELAIS-N1,441245,242.36093,54.53282,1.1996,26.512
ELAIS-N1,1204267,243.20644,53.53616,0.7186,25.287
ELAIS-N1,2538773,242.09314,55.00017,2.3717,29.976
ELAIS-N1,1873379,241.75627,54.82049,1.3993,25.972
ELAIS-N1,1182054,243.29811,53.16318,1.4672,25.890
ELAIS-N1,2550945,240.55445,55.16779,1.2489,25.302
ELAIS-N1,1718570,243.50904,55.34730,0.2733,23.156
ELAIS-N1,900695,243.25370,56.29127,1.1983,24.024
ELAIS-N1,1661405,243.43407,52.88620,0.9609,26.051
ELAIS-N1,1306443,243.63800,54.64073,1.6493,25.390
ELAIS-N1,277479,241.62257,55.37123,1.3836,24.622
ELAIS-N1,233894,240.18571,53.40386,0.8191,23.377
ELAIS-N1,532136,241.61243,54.70066,0.8170,24.768
ELAIS-N1,550170,244.19739,55.39515,1.0919,25.460
ELAIS-N1,3270327,242.89103,54.53282,0.8566,25.765
ELAIS-N1,3043087,239.84956,54.11289,0.5618,22.562
ELAIS-N1,2286169,240.99303,53.31964,0.8721,24.548
ELAIS-N1,3136128,243.22375,54.52083,0.3010,22.142
ELAIS-N1,3194809,239.89726,54.41289,0.5684,25.118
ELAIS-N1,3272140,241.18778,54.07687,0.7309,25.057
ELAIS-N1,1139844,242.84335,53.28354,0.5010,23.582
ELAIS-N1,765286,244.22782,55.22764,0.2319,20.994
ELAIS-N1,748879,240.84000,53.70447,0.9748,24.090
ELAIS-N1,1709649,241.60151,54.67669,0.8172,24.439
ELAIS-N1,2949251,241.61469,55.41908,1.3019,24.946
ELAIS-N1,3203634,242.18208,53.17522,1.0459,25.660
ELAIS-N1,1810578,241.45673,53.76456,0.8077,24.202
ELAIS-N1,669991,241.18788,53.77658,0.8929,22.194
ELAIS-N1,1080696,242.97073,54.30492,0.7728,22.851
ELAIS-N1,480347,244.04447,53.15115,0.3497,24.504
ELAIS-N1,2882925,244.42565,55.37123,0.8982,24.954
ELAIS-N1,119698,245.27679,53.92075,0.3140,23.546
ELAIS-N1,1513402,240.31532,55.23961,0.8900,23.544
ELAIS-N1,2719257,240.67559,53.10299,0.4332,24.529
ELAIS-N1,293879,242.02821,54.19691,0.5917,21.676
ELAIS-N1,2525519,244.81763,55.67019,1.2309,24.611
ELAIS-N1,2387440,243.21328,52.71749,0.5398,23.736
ELAIS-N1,2173653,244.10478,55.81361,0.6931,24.006
ELAIS-N1,288950,243.49010,54.84446,0.6344,24.220
ELAIS-N1,2222208,242.03636,55.22764,0.2328,22.812
ELAIS-N1,2723512,242.04590,54.86842,1.3294,25.699
ELAIS-N1,2644965,242.80781,55.23961,1.2070,26.305
ELAIS-N1,841408,241.84547,54.62874,2.4658,27.690
ELAIS-N1,2962558,242.53054,54.85644,1.6877,27.577
ELAIS-N1,961286,242.98589,52.92234,0.5430,24.526
ELAIS-N1,482458,242.28419,54.08887,0.8463,25.179
ELAIS-N1,1176572,243.67151,55.65824,0.8431,25.510
ELAIS-N1,3080637,243.56381,55.19173,1.1550,26.228
ELAIS-N1,3058975,244.32264,55.68215,0.9101,25.818
ELAIS-N1,36939,242.65842,54.84446,1.7118,26.596
ELAIS-N1,692025,239.19434,54.34091,1.4246,25.706
ELAIS-N1,2942862,243.13411,54.16090,1.4140,26.516
ELAIS-N1,2149144,242.08440,53.81263,1.3378,24.647
ELAIS-N1,2657704,243.37770,52.88620,1.3579,24.645
ELAIS-N1,873365,240.95387,54.78455,1.5225,26.785
ELAIS-N1,1564337,244.31857,55.98086,0.9833,24.216
ELAIS-N1,2149901,243.97713,53.95678,0.6252,23.714
ELAIS-N1,2299144,244.56012,54.37690,0.1377,22.481
ELAIS-N1,2761625,239.27657,54.62874,1.0518,24.814
ELAIS-N1,1507583,241.46231,55.38319,1.1646,25.664
ELAIS-N1,1200538,242.08347,53.96879,1.4137,26.604
ELAIS-N1,2646518,243.61186,55.37123,0.6815,21.265
ELAIS-N1,1441875,241.60732,54.13690,2.1288,28.179
ELAIS-N1,925688,242.73121,53.83666,0.5463,23.305
ELAIS-N1,2336302,240.12492,55.17976,1.3071,26.187
ELAIS-N1,2832546,240.93750,53.76456,0.5505,24.303
ELAIS-N1,1160653,242.85836,56.12416,0.9588,25.406
ELAIS-N1,1484390,241.97972,55.10794,0.9774,25.421
ELAIS-N1,2503421,245.69099,54.04085,0.7690,22.994
ELAIS-N1,2731351,239.42421,54.62874,1.3285,26.119
ELAIS-N1,1622659,245.34639,55.34730,0.9873,24.526
ELAIS-N1,3031046,242.43548,54.47286,0.6160,25.230
ELAIS-N1,335762,241.67052,54.89238,2.1644,28.778
ELAIS-N1,428982,240.83333,55.56259,0.9825,26.210
ELAIS-N1,2355734,242.71390,55.71800,0.4488,23.127
ELAIS-N1,261726,240.56557,54.60476,1.0384,24.522
ELAIS-N1,1143573,242.83609,54.96424,1.8214,28.512
ELAIS-N1,2926614,240.54358,54.44887,1.7166,26.938
ELAIS-N1,2377632,242.40619,52.82595,1.1451,25.061
ELAIS-N1,1311513,241.32267,54.05285,0.5479,24.439
ELAIS-N1,1575312,243.32133,52.88620,0.4826,23.986
ELAIS-N1,1128695,244.51754,54.26892,0.9991,25.249
ELAIS-N1,1761595,241.01371,54.44887,1.6438,26.969
ELAIS-N1,387276,240.83578,54.37690,1.2211,26.018
ELAIS-N1,466837,242.73207,53.71649,1.6434,28.047
ELAIS-N1,1492078,245.49967,55.29944,0.5632,25.055
ELAIS-N1,2295870,244.03461,53.41589,1.9260,27.097
ELAIS-N1,1521788,245.48307,55.06005,0.1906,21.859
ELAIS-N1,2776722,245.18763,55.70605,0.8741,23.466
ELAIS-N1,3256726,242.93675,55.34730,1.4158,27.021
ELAIS-N1,1723866,240.28837,53.12707,0.4805,24.341
ELAIS-N1,1007495,241.17960,56.25547,1.6687,25.325
