Source_Name,RA_deg,DEC_deg,Total_flux_mJy,Peak_flux_mJy
ILTJ160530.29+530335.9,241.37621,53.05998,3.0037,2.3740
ILTJ160531.89+531624.8,241.38288,53.27357,0.6805,0.4163
ILTJ160529.31+525340.2,241.37213,52.89451,1.3578,0.9411
ILTJ160530.20+530925.8,241.37583,53.15717,0.5221,0.3971
ILTJ160529.26+530102.8,241.37190,53.01745,0.9431,0.3371
ILTJ160529.53+530401.5,241.37304,53.06708,0.4937,0.3732
ILTJ160525.82+523422.1,241.35757,52.57282,3.0302,1.3568
ILTJ160526.74+524722.5,241.36141,52.78960,2.2407,0.6160
ILTJ160530.69+533112.6,241.37789,53.52018,1.7124,1.3100
ILTJ160527.68+531205.9,241.36534,53.20166,1.2584,0.6242
ILTJ160524.09+523321.4,241.35037,52.55594,0.6249,0.5442
ILTJ160524.68+524538.6,241.35282,52.76074,0.5095,0.4468
ILTJ160524.39+524341.7,241.35164,52.72827,0.5549,0.4252
ILTJ160525.54+530036.1,241.35640,53.01005,0.5944,0.4807
ILTJ160526.33+531541.1,241.35969,53.26142,0.8348,0.5725
ILTJ160522.40+523230.3,241.34333,52.54175,0.7593,0.3108
ILTJ160524.42+530129.4,241.35173,53.02485,0.3987,0.4333
ILTJ160522.59+524336.3,241.34414,52.72677,0.5794,0.5191
ILTJ160523.37+530827.3,241.34739,53.14092,34.6775,8.4644
ILTJ160525.17+531338.9,241.35486,53.22750,0.6880,0.6202
ILTJ160527.12+533846.1,241.36300,53.64615,0.5665,0.3586
ILTJ160521.82+524341.8,241.34092,52.72829,1.0578,0.4294
ILTJ160525.31+532452.0,241.35546,53.41446,0.7417,0.6403
ILTJ160525.33+533254.3,241.35555,53.54842,0.5600,0.3547
ILTJ160520.39+523841.4,241.33498,52.64485,0.6824,0.3646
ILTJ160525.64+534453.9,241.35683,53.74832,0.6773,0.5751
ILTJ160526.17+534617.4,241.35903,53.77151,0.5897,0.3531
ILTJ160521.64+530135.8,241.34018,53.02662,0.4343,0.4408
ILTJ160521.36+530550.4,241.33902,53.09734,1.4836,1.1125
ILTJ160522.31+532106.4,241.34294,53.35178,0.9840,0.6124
ILTJ160524.06+534324.6,241.35025,53.72352,1.5099,1.2770
ILTJ160519.43+524643.9,241.33096,52.77887,0.5389,0.4526
ILTJ160517.35+523308.8,241.32229,52.55244,1.2939,0.9656
ILTJ160517.22+524105.1,241.32175,52.68477,1.7364,1.3407
ILTJ160521.73+533724.7,241.34053,53.62353,1.0823,0.8955
ILTJ160520.13+532837.2,241.33389,53.47702,78.7350,65.9667
ILTJ160517.93+525508.4,241.32472,52.91901,0.8833,0.3667
ILTJ160518.41+530204.0,241.32672,53.03444,0.9861,0.4797
ILTJ160516.09+523234.0,241.31705,52.54279,0.4087,0.3688
ILTJ160517.31+524818.4,241.32213,52.80513,0.5123,0.4570
ILTJ160515.87+523211.7,241.31613,52.53660,0.8699,0.3633
ILTJ160515.85+523258.5,241.31604,52.54960,0.4626,0.4133
ILTJ160515.95+523741.1,241.31645,52.62810,1.8142,1.4617
ILTJ160517.93+530050.3,241.32470,53.01399,0.8060,0.6620
ILTJ160520.31+532955.8,241.33461,53.49884,0.9091,0.9247
ILTJ160520.65+533601.5,241.33604,53.60043,0.9488,0.7956
ILTJ160520.70+533631.1,241.33624,53.60866,0.5158,0.5046
ILTJ160519.32+532924.0,241.33051,53.49002,6.4532,5.3651
ILTJ160518.19+531601.1,241.32577,53.26698,1.5774,0.5372
ILTJ160520.39+534403.2,241.33494,53.73425,0.5827,0.3955
ILTJ160517.27+531214.7,241.32196,53.20410,1.3818,0.8709
ILTJ160515.15+524615.2,241.31313,52.77091,0.5434,0.5219
ILTJ160517.94+532107.7,241.32477,53.35214,0.8198,0.4216
ILTJ160514.19+523915.0,241.30912,52.65417,1.3624,1.1764
ILTJ160516.21+530556.7,241.31753,53.09911,3.0926,1.3210
ILTJ160517.94+532505.4,241.32476,53.41818,0.6790,0.4757
ILTJ160516.77+532840.8,241.31989,53.47803,160.5237,129.8323
ILTJ160514.47+525152.9,241.31029,52.86469,0.6917,0.4671
ILTJ160513.88+525408.3,241.30785,52.90233,7.8999,4.3493
ILTJ160517.42+533435.7,241.32257,53.57659,0.5563,0.5269
ILTJ160515.36+531409.5,241.31398,53.23598,0.7292,0.5039
ILTJ160513.35+531007.4,241.30564,53.16873,2.7525,1.1479
ILTJ160512.84+525523.9,241.30348,52.92332,0.5207,0.3449
ILTJ160512.31+525616.4,241.30128,52.93791,2.9075,1.9010
ILTJ160515.49+533702.0,241.31456,53.61724,1.0627,0.7730
ILTJ160511.99+525451.5,241.29994,52.91432,0.9163,0.3676
ILTJ160513.72+531710.9,241.30718,53.28636,0.4599,0.4347
ILTJ160510.68+524119.7,241.29451,52.68881,0.6962,0.4560
ILTJ160510.41+524636.2,241.29337,52.77673,11.2818,9.3607
ILTJ160511.34+531214.8,241.29725,53.20413,0.6307,0.5299
ILTJ160508.75+523958.6,241.28644,52.66628,0.7298,0.5114
ILTJ160507.56+523231.8,241.28149,52.54219,1.0025,0.7508
ILTJ160507.61+523254.0,241.28171,52.54834,0.5634,0.5594
ILTJ160507.32+523954.9,241.28049,52.66527,0.5117,0.4037
ILTJ160508.60+525758.6,241.28582,52.96630,0.4633,0.4263
ILTJ160510.64+532801.1,241.29435,53.46698,2.6336,1.5988
ILTJ160510.95+533232.5,241.29562,53.54237,1.2407,0.7719
ILTJ160506.83+524038.6,241.27844,52.67741,0.5667,0.4890
ILTJ160510.96+533757.8,241.29569,53.63274,0.7539,0.5072
ILTJ160506.00+524010.5,241.27502,52.66960,2.3535,1.9903
ILTJ160508.27+531048.3,241.28447,53.18011,0.8320,0.6396
ILTJ160511.08+534507.3,241.29615,53.75204,0.7132,0.4290
ILTJ160511.06+534530.8,241.29610,53.75856,0.5378,0.3208
ILTJ160505.90+524458.8,241.27460,52.74969,1.6340,0.9837
ILTJ160506.68+525308.6,241.27785,52.88575,0.6975,0.6004
ILTJ160507.51+530311.1,241.28129,53.05310,0.5698,0.4128
ILTJ160510.06+533636.2,241.29194,53.61008,0.4545,0.5292
ILTJ160506.66+525756.6,241.27777,52.96572,0.6315,0.5600
ILTJ160504.56+524326.5,241.26898,52.72405,16.8797,6.2178
ILTJ160508.74+532818.7,241.28642,53.47187,5.2037,4.1739
ILTJ160508.29+532833.9,241.28455,53.47609,5.0879,0.9067
ILTJ160503.81+523244.2,241.26587,52.54564,0.8792,0.4939
ILTJ160505.86+530208.4,241.27440,53.03569,0.8074,0.5267
ILTJ160508.54+533608.6,241.28559,53.60239,0.5762,0.4370
ILTJ160504.64+525109.4,241.26933,52.85262,1.3597,1.0942
ILTJ160506.60+533529.3,241.27749,53.59148,1.2654,1.1222
ILTJ160506.82+533617.1,241.27844,53.60477,0.4707,0.4292
ILTJ160505.72+532431.2,241.27385,53.40869,0.4688,0.3584
ILTJ160503.97+530749.8,241.26656,53.13052,1.4560,0.4879
ILTJ160501.65+524628.3,241.25689,52.77453,1.2673,0.9344
ILTJ160505.48+534334.0,241.27284,53.72612,0.7109,0.4496
ILTJ160501.61+525542.4,241.25672,52.92845,0.6804,0.5539
ILTJ160500.20+524234.8,241.25081,52.70967,1.1273,0.9018
ILTJ160504.84+534440.3,241.27016,53.74454,1.0592,0.9236
ILTJ160458.99+523339.7,241.24580,52.56105,1.2965,0.8241
ILTJ160500.26+524758.8,241.25107,52.79968,0.6345,0.3986
ILTJ160502.55+532335.8,241.26062,53.39328,0.8923,0.8115
ILTJ160503.89+534333.6,241.26621,53.72601,0.5025,0.5261
ILTJ160501.24+531036.9,241.25516,53.17694,0.8094,0.6708
ILTJ160501.92+532056.8,241.25799,53.34914,1.0686,0.6472
ILTJ160503.36+534112.6,241.26401,53.68685,0.5535,0.4407
ILTJ160501.21+531521.6,241.25504,53.25602,0.8427,0.5880
ILTJ160503.60+534518.8,241.26502,53.75524,0.6593,0.3986
ILTJ160501.69+533336.6,241.25705,53.56017,0.3896,0.3391
ILTJ160456.00+523417.5,241.23332,52.57153,5.3818,4.3437
ILTJ160456.54+525649.6,241.23558,52.94713,38.3341,14.1295
ILTJ160458.22+530436.2,241.24260,53.07675,0.3389,0.4477
ILTJ160457.54+531051.3,241.23973,53.18092,0.3986,0.4247
ILTJ160455.18+524910.8,241.22991,52.81967,2.4818,1.8405
ILTJ160457.92+532456.3,241.24132,53.41566,0.7349,0.3952
ILTJ160457.09+531929.2,241.23786,53.32478,1.1038,0.5454
ILTJ160457.93+533635.8,241.24137,53.60997,0.9457,0.6885
ILTJ160453.54+523449.0,241.22310,52.58030,0.5823,0.5927
ILTJ160453.97+524125.9,241.22488,52.69054,0.6607,0.6125
ILTJ160457.96+534317.8,241.24152,53.72163,8.0864,6.6590
ILTJ160457.10+532705.9,241.23790,53.45164,0.7183,0.5373
ILTJ160458.25+534719.8,241.24273,53.78885,1.9525,1.3365
ILTJ160453.10+525044.1,241.22125,52.84560,64.4031,40.2679
ILTJ160453.20+524736.7,241.22165,52.79354,0.3884,0.4927
ILTJ160454.40+531342.8,241.22669,53.22857,2.1051,1.6628
ILTJ160451.85+523510.1,241.21603,52.58616,0.6305,0.4681
ILTJ160455.53+533154.8,241.23135,53.53190,1.0135,0.8479
ILTJ160454.92+534036.7,241.22883,53.67687,0.4569,0.4083
ILTJ160449.98+524116.2,241.20824,52.68785,0.6394,0.5491
ILTJ160449.80+524310.3,241.20750,52.71954,3.6689,2.9827
ILTJ160451.04+525837.8,241.21267,52.97718,0.6224,0.5305
ILTJ160452.11+532023.2,241.21714,53.33980,14.2908,10.5920
ILTJ160451.32+531357.6,241.21385,53.23269,3.1348,2.6434
ILTJ160449.64+530200.6,241.20681,53.03352,0.9174,0.7837
ILTJ160450.53+531236.1,241.21055,53.21004,0.9513,0.6150
ILTJ160449.27+530109.0,241.20528,53.01919,1.0961,0.5225
ILTJ160449.90+531001.6,241.20793,53.16714,0.5021,0.3805
ILTJ160451.12+533659.5,241.21299,53.61654,1.6053,1.1484
ILTJ160449.36+531046.6,241.20568,53.17961,0.8175,0.3825
ILTJ160446.05+523822.9,241.19189,52.63971,19.3336,9.6342
ILTJ160449.65+532622.1,241.20688,53.43949,4.5264,2.3579
ILTJ160450.25+533824.3,241.20938,53.64008,0.7473,0.3680
ILTJ160445.37+523532.1,241.18903,52.59225,1.4297,0.7723
ILTJ160448.55+532154.0,241.20230,53.36502,1.1833,0.7584
ILTJ160446.56+525655.3,241.19400,52.94870,0.6940,0.5650
ILTJ160446.88+531541.2,241.19535,53.26146,1.5900,1.0176
ILTJ160446.89+531942.1,241.19536,53.32837,0.8181,0.4691
ILTJ160443.98+523915.3,241.18326,52.65427,0.4499,0.3776
ILTJ160445.46+530539.2,241.18944,53.09423,0.9000,0.7439
ILTJ160447.97+533922.8,241.19989,53.65634,0.5422,0.3843
ILTJ160446.31+532050.4,241.19297,53.34734,0.8654,0.6889
ILTJ160442.75+524835.4,241.17813,52.80985,4.2802,2.9823
ILTJ160442.85+524904.9,241.17854,52.81803,0.8104,0.5700
ILTJ160443.67+531517.8,241.18197,53.25494,14.5738,9.8504
ILTJ160441.89+525128.2,241.17454,52.85786,0.7570,0.4514
ILTJ160442.30+525915.9,241.17624,52.98775,0.4699,0.3561
ILTJ160444.06+533713.4,241.18360,53.62041,2.9756,2.3473
ILTJ160440.65+525245.0,241.16939,52.87918,0.3466,0.4315
ILTJ160438.94+523526.5,241.16226,52.59070,0.9491,0.7198
ILTJ160439.89+524959.4,241.16620,52.83318,1.1115,0.9324
ILTJ160443.08+534353.4,241.17949,53.73152,1.1294,0.8392
ILTJ160441.93+533230.0,241.17472,53.54169,0.9896,0.7299
ILTJ160441.67+533721.0,241.17361,53.62250,3.3898,2.9366
ILTJ160441.79+533655.3,241.17411,53.61537,0.4260,0.4760
ILTJ160438.53+524956.6,241.16056,52.83239,0.7922,0.8039
ILTJ160441.81+534508.4,241.17421,53.75235,0.3728,0.3318
ILTJ160437.83+525238.7,241.15761,52.87744,0.6584,0.5781
ILTJ160439.23+532251.6,241.16344,53.38102,1.3338,0.7770
ILTJ160438.99+531753.5,241.16244,53.29820,0.5841,0.5283
ILTJ160440.38+533831.3,241.16827,53.64205,0.5176,0.3491
ILTJ160440.06+534439.7,241.16691,53.74436,0.9840,0.8158
ILTJ160435.73+524030.3,241.14888,52.67509,1.2108,0.9440
ILTJ160438.04+533441.5,241.15851,53.57822,1.0671,0.7429
ILTJ160435.92+530902.5,241.14967,53.15071,2.3759,1.8847
ILTJ160438.34+534350.1,241.15973,53.73061,1.0104,0.7286
ILTJ160436.07+532016.8,241.15030,53.33802,1.1263,0.3118
ILTJ160437.53+534611.3,241.15636,53.76981,1.5589,0.9603
ILTJ160434.30+530228.8,241.14291,53.04133,0.5632,0.3908
ILTJ160433.50+533047.2,241.13956,53.51312,1.8775,1.2039
ILTJ160432.73+531711.8,241.13636,53.28663,0.8867,0.6117
ILTJ160434.05+534225.5,241.14185,53.70708,0.8458,0.5741
ILTJ160432.22+531553.9,241.13424,53.26498,1.1396,0.4474
ILTJ160431.23+530803.1,241.13011,53.13421,1.1543,0.6426
ILTJ160429.32+523625.6,241.12217,52.60711,0.5314,0.4189
ILTJ160431.12+531156.7,241.12965,53.19908,1.3852,0.7124
ILTJ160428.48+523650.5,241.11866,52.61405,2.3028,1.6803
ILTJ160428.51+530130.2,241.11879,53.02506,18.2119,3.4297
ILTJ160429.52+525541.3,241.12300,52.92816,0.5142,0.4773
ILTJ160429.84+530226.6,241.12434,53.04074,1.0654,0.4753
ILTJ160428.60+524730.4,241.11915,52.79178,0.6080,0.5643
ILTJ160431.19+533330.4,241.12997,53.55844,0.5016,0.3966
ILTJ160430.03+532207.9,241.12511,53.36886,1.0234,0.7821
ILTJ160430.90+533307.3,241.12875,53.55205,0.4262,0.4556
ILTJ160429.04+530917.0,241.12099,53.15474,0.4938,0.4294
ILTJ160427.60+524755.3,241.11498,52.79871,0.6088,0.4203
ILTJ160426.94+525129.4,241.11227,52.85819,1.0482,0.5367
ILTJ160428.82+532933.7,241.12007,53.49271,1.0031,0.7592
ILTJ160426.10+525603.9,241.10876,52.93444,1.5545,1.0033
ILTJ160426.05+525708.3,241.10854,52.95233,1.3769,1.1129
ILTJ160428.08+532924.6,241.11702,53.49018,0.6880,0.6275
ILTJ160428.10+533247.1,241.11710,53.54643,0.7431,0.6158
ILTJ160425.27+525624.1,241.10528,52.94003,0.3512,0.3751
ILTJ160426.49+532423.3,241.11036,53.40647,1.7888,1.6371
ILTJ160426.60+533617.5,241.11082,53.60486,0.4935,0.4840
ILTJ160427.05+534321.8,241.11272,53.72274,0.4986,0.3801
ILTJ160424.14+530946.5,241.10058,53.16292,0.9825,0.6972
ILTJ160423.28+530042.7,241.09701,53.01188,0.8142,0.6475
ILTJ160425.27+533547.5,241.10529,53.59655,0.9653,0.7578
ILTJ160422.98+530510.2,241.09574,53.08617,0.4998,0.4267
ILTJ160423.82+532630.9,241.09925,53.44192,1.5451,1.3578
ILTJ160422.40+530733.7,241.09332,53.12604,0.7749,0.6378
ILTJ160422.23+530548.8,241.09264,53.09691,0.6347,0.5045
ILTJ160422.37+531115.7,241.09320,53.18769,1.1360,0.9179
ILTJ160423.86+534010.0,241.09943,53.66945,10.7756,9.0123
ILTJ160420.24+523849.9,241.08432,52.64720,0.7864,0.6364
ILTJ160421.20+525710.0,241.08835,52.95280,0.5530,0.3995
ILTJ160421.54+531624.1,241.08976,53.27338,0.6066,0.4437
ILTJ160419.67+525821.8,241.08195,52.97274,2.5155,0.5831
ILTJ160420.07+530605.0,241.08364,53.10141,1.0363,0.4508
ILTJ160421.74+532915.3,241.09060,53.48761,1.2060,0.3994
ILTJ160421.12+533512.3,241.08799,53.58676,0.3426,0.3446
ILTJ160421.68+534433.0,241.09035,53.74252,0.5638,0.3534
ILTJ160419.87+532515.9,241.08278,53.42109,2.7209,1.2520
ILTJ160420.09+532349.7,241.08371,53.39714,0.7146,0.4154
ILTJ160417.65+525522.6,241.07355,52.92297,3.1213,2.5921
ILTJ160417.97+530023.6,241.07486,53.00658,2.7284,2.2870
ILTJ160419.91+532938.9,241.08298,53.49416,0.5243,0.4562
ILTJ160418.10+530450.1,241.07542,53.08061,1.0552,0.6873
ILTJ160419.18+532046.2,241.07993,53.34618,0.7547,0.6135
ILTJ160419.33+533404.2,241.08055,53.56786,0.5551,0.3962
ILTJ160416.75+530440.2,241.06979,53.07785,1.2257,0.4625
ILTJ160415.05+523831.2,241.06271,52.64200,0.8481,0.6031
ILTJ160414.99+525111.0,241.06247,52.85308,0.3728,0.3944
ILTJ160413.78+523835.3,241.05740,52.64316,1.4418,1.1349
ILTJ160414.73+525712.8,241.06136,52.95358,1.3386,1.0248
ILTJ160416.81+534347.6,241.07003,53.72991,0.4906,0.4206
ILTJ160416.44+534630.1,241.06850,53.77503,0.9672,0.7324
ILTJ160414.86+532548.7,241.06190,53.43021,2.2229,0.7955
ILTJ160415.62+533148.1,241.06506,53.53004,0.5750,0.4497
ILTJ160412.56+524629.1,241.05235,52.77475,0.9470,0.6820
ILTJ160415.66+534728.9,241.06526,53.79138,0.3293,0.4109
ILTJ160412.98+530142.5,241.05409,53.02850,0.3885,0.3867
ILTJ160411.15+524055.8,241.04646,52.68217,1.9598,1.5667
ILTJ160412.33+530401.0,241.05138,53.06697,0.6339,0.4588
ILTJ160413.54+532450.6,241.05640,53.41406,1.4695,0.3487
ILTJ160411.01+525255.4,241.04587,52.88207,0.6117,0.4008
ILTJ160412.19+532354.8,241.05080,53.39856,1.5043,0.9593
ILTJ160412.72+533806.4,241.05300,53.63512,0.6416,0.3904
ILTJ160412.03+533636.0,241.05014,53.61002,1.8703,0.3586
ILTJ160412.53+534429.6,241.05220,53.74156,0.4431,0.3046
ILTJ160411.10+532513.4,241.04625,53.42041,1.2770,1.0356
ILTJ160411.06+533901.7,241.04610,53.65049,0.4223,0.3836
ILTJ160408.63+530134.1,241.03597,53.02615,1.4835,1.0304
ILTJ160408.84+530734.8,241.03685,53.12634,1.7989,1.4699
ILTJ160410.79+533636.4,241.04494,53.61011,0.6172,0.4581
ILTJ160408.00+525607.7,241.03335,52.93550,2.2401,1.4194
ILTJ160408.43+525829.5,241.03511,52.97489,1.2986,0.4057
ILTJ160410.13+533539.2,241.04222,53.59424,0.5795,0.5881
ILTJ160409.35+533005.1,241.03896,53.50143,1.0478,0.6143
ILTJ160407.23+525545.0,241.03012,52.92919,2.3417,1.7165
ILTJ160408.55+531839.1,241.03563,53.31089,0.6092,0.4319
ILTJ160408.31+532151.1,241.03461,53.36420,1.1601,0.5176
ILTJ160405.79+523614.2,241.02411,52.60396,0.7911,0.5126
ILTJ160406.50+524607.0,241.02709,52.76862,0.5007,0.4232
ILTJ160407.49+531120.3,241.03122,53.18898,0.7675,0.6024
ILTJ160407.61+531616.0,241.03173,53.27112,0.5084,0.4478
ILTJ160406.62+525813.4,241.02757,52.97039,0.5136,0.3550
ILTJ160406.45+525854.1,241.02687,52.98170,1.2949,0.9781
ILTJ160407.28+531451.5,241.03034,53.24765,1.0122,0.5452
ILTJ160406.98+533010.6,241.02907,53.50296,3.1266,1.1427
ILTJ160405.19+533625.1,241.02163,53.60697,67.6460,22.0187
ILTJ160405.58+531113.8,241.02324,53.18717,2.5110,1.2393
ILTJ160406.46+532035.0,241.02691,53.34307,0.6083,0.3477
ILTJ160404.89+530929.2,241.02037,53.15811,4.9183,3.6027
ILTJ160406.32+533251.2,241.02634,53.54758,0.9099,0.5119
ILTJ160403.05+524612.4,241.01272,52.77012,0.7490,0.5728
ILTJ160403.83+530201.5,241.01594,53.03377,0.6339,0.5832
ILTJ160405.84+533936.4,241.02434,53.66012,0.4401,0.3725
ILTJ160405.23+533327.7,241.02179,53.55772,0.7074,0.4706
ILTJ160402.40+530138.4,241.01001,53.02735,102.5596,42.5800
ILTJ160404.64+532946.6,241.01933,53.49630,0.8909,0.4941
ILTJ160403.99+533247.5,241.01663,53.54654,8.8661,1.7556
ILTJ160405.29+534809.5,241.02202,53.80264,0.6046,0.5803
ILTJ160404.85+534318.0,241.02020,53.72168,0.4804,0.4023
ILTJ160403.59+533222.8,241.01497,53.53969,1.0763,0.5538
ILTJ160404.42+534513.9,241.01841,53.75387,0.3790,0.3219
ILTJ160401.68+525915.4,241.00698,52.98762,1.1056,0.8213
ILTJ160402.37+531420.5,241.00987,53.23905,0.5585,0.3622
ILTJ160400.26+524146.0,241.00109,52.69612,1.7976,0.9435
ILTJ160402.25+533158.5,241.00936,53.53294,3.3264,1.1531
ILTJ160402.22+532716.6,241.00925,53.45461,0.6642,0.3951
ILTJ160400.98+531954.2,241.00407,53.33174,0.6040,0.3484
ILTJ160359.46+525322.5,240.99774,52.88959,0.8485,0.7377
ILTJ160357.10+524050.2,240.98794,52.68062,0.8544,0.6104
ILTJ160356.07+524857.6,240.98363,52.81600,1.0527,0.8567
ILTJ160356.27+530339.8,240.98446,53.06107,2.8806,2.2996
ILTJ160356.77+532021.1,240.98655,53.33920,0.8152,0.4366
ILTJ160357.97+534841.3,240.99152,53.81149,1.6014,1.0599
ILTJ160356.91+533320.6,240.98713,53.55574,1.2243,0.5433
ILTJ160354.43+524736.0,240.97680,52.79335,1.3706,1.2351
ILTJ160357.02+534233.3,240.98757,53.70927,1.3970,0.9949
ILTJ160354.55+532602.9,240.97727,53.43414,9.2196,7.7238
ILTJ160355.71+533902.3,240.98211,53.65066,0.8140,0.5636
ILTJ160356.12+534737.9,240.98385,53.79388,0.7809,0.3143
ILTJ160356.12+534827.4,240.98383,53.80762,0.3413,0.3629
ILTJ160355.55+534007.0,240.98145,53.66861,0.4584,0.4000
ILTJ160352.81+530604.7,240.97005,53.10132,3.8258,3.0398
ILTJ160354.77+534403.0,240.97822,53.73419,0.7240,0.5443
ILTJ160354.65+533849.0,240.97773,53.64697,0.5393,0.3466
ILTJ160353.76+532740.3,240.97399,53.46122,1.3144,0.8936
ILTJ160353.23+531840.8,240.97181,53.31135,0.5161,0.4062
ILTJ160352.36+530543.9,240.96817,53.09554,0.5614,0.4971
ILTJ160352.34+531339.7,240.96808,53.22771,2.0031,1.3530
ILTJ160352.10+531823.3,240.96709,53.30650,1.1986,0.3365
ILTJ160353.07+533914.8,240.97115,53.65411,1.3053,0.8888
ILTJ160352.89+534223.6,240.97036,53.70658,0.9752,0.1634
ILTJ160352.27+533029.3,240.96780,53.50814,0.7278,0.4579
ILTJ160353.13+534635.6,240.97136,53.77658,0.3846,0.3525
ILTJ160350.40+530123.4,240.96001,53.02319,0.6967,0.5682
ILTJ160350.18+530036.1,240.95909,53.01005,0.6603,0.6442
ILTJ160351.01+534502.6,240.96253,53.75074,12.4102,1.8121
ILTJ160350.40+531556.8,240.96001,53.26579,0.4882,0.3462
ILTJ160349.88+532914.9,240.95783,53.48750,0.5296,0.4931
ILTJ160344.46+524229.2,240.93523,52.70812,2139.0879,395.5954
ILTJ160347.93+531443.7,240.94970,53.24550,1.4443,0.8439
ILTJ160347.97+532103.6,240.94987,53.35100,4.0720,2.7959
ILTJ160345.98+524823.4,240.94157,52.80651,3.4868,3.0118
ILTJ160346.44+525518.6,240.94348,52.92185,1.1795,1.0261
ILTJ160346.30+525744.3,240.94290,52.96233,2.9580,2.4229
ILTJ160346.96+530600.5,240.94566,53.10015,0.6566,0.4621
ILTJ160347.65+532343.5,240.94853,53.39543,0.6911,0.4977
ILTJ160347.47+532924.3,240.94779,53.49010,0.6897,0.5633
ILTJ160345.16+525040.9,240.93816,52.84471,0.5198,0.5025
ILTJ160345.06+525304.4,240.93776,52.88458,0.9228,0.4912
ILTJ160344.69+530313.4,240.93619,53.05374,0.5240,0.4762
ILTJ160346.17+533820.6,240.94236,53.63908,1.0371,0.1939
ILTJ160346.03+534200.9,240.94178,53.70026,1.1903,0.7651
ILTJ160343.77+524947.8,240.93239,52.82995,0.5301,0.3866
ILTJ160344.71+531808.6,240.93630,53.30240,0.3625,0.3870
ILTJ160342.09+523716.6,240.92537,52.62130,1.9849,1.3917
ILTJ160342.36+525143.9,240.92650,52.86222,1.3308,0.8400
ILTJ160343.93+533917.8,240.93304,53.65495,8.0130,6.6286
ILTJ160344.29+534204.7,240.93453,53.70133,0.7255,0.5439
ILTJ160341.41+523922.8,240.92255,52.65633,0.8035,0.5609
ILTJ160341.01+524630.4,240.92086,52.77512,17.0149,12.9089
ILTJ160342.41+531858.6,240.92673,53.31629,2.5331,1.9043
ILTJ160342.42+532924.7,240.92674,53.49020,8.6176,5.5233
ILTJ160343.27+534319.0,240.93029,53.72194,0.5347,0.3696
ILTJ160340.69+530510.4,240.91954,53.08625,3.3588,2.8243
ILTJ160342.11+533255.8,240.92547,53.54885,1.6114,1.5014
ILTJ160342.68+534940.8,240.92784,53.82800,5.4114,3.8385
ILTJ160342.77+534418.6,240.92820,53.73851,0.4166,0.3654
ILTJ160340.11+525913.9,240.91711,52.98720,1.5726,0.6787
ILTJ160339.46+524524.6,240.91442,52.75684,2.9941,2.4897
ILTJ160341.85+533746.0,240.92439,53.62946,1.1251,0.7113
ILTJ160341.73+534103.2,240.92387,53.68424,0.6125,0.5646
ILTJ160341.38+534130.9,240.92241,53.69192,1.5101,0.6770
ILTJ160341.11+533412.5,240.92129,53.57016,0.7323,0.5648
ILTJ160339.17+525735.9,240.91321,52.95999,0.9324,0.6461
ILTJ160339.46+525807.9,240.91441,52.96886,0.7322,0.3298
ILTJ160340.10+531343.1,240.91710,53.22864,1.1780,0.1793
ILTJ160340.18+531453.8,240.91740,53.24829,0.4483,0.3693
ILTJ160340.88+533734.4,240.92034,53.62622,0.7245,0.5060
ILTJ160339.42+531330.1,240.91426,53.22505,0.7540,0.4896
ILTJ160339.04+532759.5,240.91266,53.46653,18.7603,13.8662
ILTJ160339.66+532901.6,240.91525,53.48380,1.3037,0.8942
ILTJ160338.61+531149.6,240.91087,53.19713,0.9204,0.4969
ILTJ160340.18+534405.2,240.91741,53.73480,0.4444,0.3371
ILTJ160337.38+530212.0,240.90575,53.03668,2.7154,2.3564
ILTJ160338.13+531457.2,240.90886,53.24924,0.7058,0.5975
ILTJ160338.64+532528.5,240.91102,53.42459,0.6845,0.3907
ILTJ160338.66+533827.4,240.91109,53.64095,1.1453,1.0376
ILTJ160336.14+524345.5,240.90060,52.72933,2.2083,0.9983
ILTJ160338.36+534237.2,240.90982,53.71036,1.0752,0.7505
ILTJ160334.98+525448.7,240.89573,52.91355,170.0944,109.8423
ILTJ160337.22+533610.6,240.90506,53.60294,0.5766,0.5360
ILTJ160335.77+530736.3,240.89904,53.12677,1.4131,1.3498
ILTJ160336.48+532620.3,240.90201,53.43897,0.9054,0.4023
ILTJ160334.98+530256.9,240.89577,53.04915,2.9284,2.4846
ILTJ160335.68+533958.2,240.89865,53.66618,4.0925,2.2469
ILTJ160336.01+534100.1,240.90003,53.68339,0.7288,0.5948
ILTJ160336.27+534805.3,240.90111,53.80150,0.5738,0.3107
ILTJ160335.41+533828.8,240.89756,53.64134,1.9383,1.5632
ILTJ160334.40+531426.0,240.89335,53.24056,0.4084,0.4647
ILTJ160333.25+524738.7,240.88852,52.79409,0.5456,0.4553
ILTJ160332.74+524555.7,240.88640,52.76547,0.5340,0.4953
ILTJ160331.56+524225.3,240.88149,52.70703,299.6471,240.6553
ILTJ160333.48+530848.4,240.88948,53.14678,0.4008,0.3779
ILTJ160329.06+530702.1,240.87109,53.11727,1002.8407,151.1803
ILTJ160333.46+532147.6,240.88943,53.36323,0.7595,0.3377
ILTJ160332.33+531232.6,240.88469,53.20907,2.9658,0.8371
ILTJ160332.87+531556.4,240.88695,53.26569,1.1523,0.4725
ILTJ160333.01+532134.4,240.88754,53.35957,1.2625,0.4519
