Source_Name,RA_deg,DEC_deg,Total_flux_mJy,Peak_flux_mJy
ILTJ161215.12+522705.5,243.06299,52.45154,30.5361,21.5352
ILTJ161208.21+531405.0,243.03422,53.23474,0.7395,0.5749
ILTJ161206.88+531526.3,243.02868,53.25733,0.5745,0.5151
ILTJ161212.25+523746.5,243.05104,52.62959,1.3393,1.0155
ILTJ161202.23+534128.1,243.00931,53.69115,1.2381,1.1252
ILTJ161207.71+530356.2,243.03213,53.06563,1.9432,1.6014
ILTJ161203.95+532802.6,243.01648,53.46740,0.6810,0.5465
ILTJ161200.35+534947.6,243.00144,53.82990,0.6172,0.3621
ILTJ161208.43+525106.7,243.03512,52.85187,7.2824,5.7370
ILTJ161207.64+525319.9,243.03184,52.88888,0.8282,0.5744
ILTJ161201.62+532122.3,243.00674,53.35622,5.4926,1.0205
ILTJ161209.21+523907.8,243.03837,52.65219,1.0139,0.7899
ILTJ161202.97+531156.5,243.01239,53.19905,0.9819,0.9882
ILTJ161157.09+534757.3,242.98788,53.79927,0.5222,0.3927
ILTJ161204.23+530322.8,243.01762,53.05634,0.7158,0.5195
ILTJ161200.71+532409.3,243.00294,53.40259,0.6203,0.6624
ILTJ161207.23+523901.3,243.03012,52.65038,1.2936,0.9150
ILTJ161207.71+523346.5,243.03212,52.56294,0.9626,0.5387
ILTJ161159.44+532511.3,242.99768,53.41982,1.7417,1.4021
ILTJ161204.61+524527.8,243.01919,52.75772,6.2580,2.7050
ILTJ161158.41+533208.3,242.99338,53.53564,0.7508,0.4091
ILTJ161155.87+534458.8,242.98278,53.74967,1.9698,1.5954
ILTJ161205.78+523658.6,243.02410,52.61628,0.9959,0.4863
ILTJ161153.83+534752.5,242.97430,53.79793,0.5605,0.4879
ILTJ161156.34+532630.9,242.98474,53.44193,2.2752,1.5776
ILTJ161159.43+530651.3,242.99764,53.11425,2.9933,0.4429
ILTJ161202.68+524523.6,243.01119,52.75656,0.6610,0.4764
ILTJ161158.56+530713.0,242.99402,53.12030,6.1531,2.3154
ILTJ161156.37+531047.3,242.98488,53.17982,49.5138,5.7502
ILTJ161153.35+533942.5,242.97231,53.66181,0.6851,0.5587
ILTJ161157.57+530810.7,242.98986,53.13631,0.5298,0.4807
ILTJ161203.17+522904.2,243.01322,52.48451,0.5019,0.4837
ILTJ161200.26+524519.8,243.00108,52.75551,0.9490,0.4775
ILTJ161201.37+523216.2,243.00571,52.53785,0.9408,0.8151
ILTJ161200.71+523430.9,243.00298,52.57526,1.0782,0.6073
ILTJ161153.59+531743.0,242.97327,53.29529,0.4969,0.5258
ILTJ161154.46+531101.9,242.97692,53.18387,2.1226,0.3774
ILTJ161150.14+533425.0,242.95892,53.57363,6.1801,4.5219
ILTJ161152.66+531854.1,242.96941,53.31503,0.5997,0.3370
ILTJ161149.47+533535.3,242.95611,53.59315,0.5985,0.4324
ILTJ161154.42+525744.9,242.97674,52.96247,1.0067,0.8012
ILTJ161153.47+530422.3,242.97278,53.07287,4.4851,0.3251
ILTJ161146.47+534511.3,242.94362,53.75315,0.7242,0.4933
ILTJ161157.43+523434.6,242.98927,52.57630,0.7262,0.5911
ILTJ161155.01+525015.9,242.97921,52.83777,0.4703,0.4726
ILTJ161145.80+534057.4,242.94085,53.68263,0.6055,0.3858
ILTJ161156.39+523329.4,242.98497,52.55819,0.5666,0.5292
ILTJ161151.39+525001.8,242.96412,52.83386,1.2502,0.7199
ILTJ161147.03+531113.9,242.94595,53.18722,13.7837,10.2589
ILTJ161150.16+525254.9,242.95900,52.88192,2.2966,1.5659
ILTJ161153.21+522749.6,242.97169,52.46379,2.7540,0.7273
ILTJ161144.91+531635.4,242.93713,53.27651,38.7043,20.9552
ILTJ161147.96+525932.7,242.94982,52.99242,1.7789,1.2165
ILTJ161147.80+525722.7,242.94917,52.95631,1.2986,0.6046
ILTJ161151.94+522929.8,242.96642,52.49162,1.0915,0.9129
ILTJ161138.58+534724.8,242.91077,53.79023,1.0142,0.4192
ILTJ161145.23+530528.5,242.93846,53.09127,1.4691,1.0200
ILTJ161148.45+524529.8,242.95187,52.75828,0.6748,0.4706
ILTJ161137.84+534902.7,242.90765,53.81742,0.7106,0.5188
ILTJ161151.46+522541.9,242.96443,52.42831,1.0420,0.6997
ILTJ161146.01+525351.0,242.94172,52.89751,1.2761,1.1874
ILTJ161145.30+525840.5,242.93876,52.97794,0.9812,0.6398
ILTJ161146.53+524940.1,242.94386,52.82783,2.1462,1.5172
ILTJ161148.78+523446.7,242.95324,52.57966,0.7175,0.5943
ILTJ161144.70+525652.8,242.93625,52.94800,7.7491,6.2103
ILTJ161141.31+531547.2,242.92211,53.26312,1.0991,0.5534
ILTJ161149.40+522514.1,242.95581,52.42059,0.8908,0.4955
ILTJ161142.34+530719.4,242.92643,53.12206,0.5726,0.5166
ILTJ161139.48+532234.6,242.91451,53.37630,1.8067,1.5589
ILTJ161139.73+531249.7,242.91553,53.21382,0.5631,0.6235
ILTJ161133.60+533649.5,242.89001,53.61377,2.0245,1.3698
ILTJ161133.44+533829.5,242.88935,53.64154,1.4058,0.4744
ILTJ161138.67+530527.6,242.91111,53.09101,0.6641,0.4185
ILTJ161141.95+524343.7,242.92479,52.72881,1.4178,0.6990
ILTJ161139.50+525609.4,242.91458,52.93594,0.7563,0.4250
ILTJ161142.40+523638.2,242.92666,52.61063,1.0123,0.7696
ILTJ161139.72+525022.0,242.91551,52.83945,0.6040,0.6745
ILTJ161143.21+522556.2,242.93003,52.43229,7.9825,5.5495
ILTJ161142.09+523256.7,242.92536,52.54910,2.7732,1.8664
ILTJ161132.78+532154.5,242.88657,53.36515,1.0028,0.9821
ILTJ161140.69+522726.8,242.91956,52.45747,247.0072,80.6698
ILTJ161138.49+524539.5,242.91037,52.76098,0.6935,0.5031
ILTJ161138.04+524456.1,242.90852,52.74893,4.7316,3.4354
ILTJ161137.08+525258.4,242.90451,52.88290,0.8890,0.5557
ILTJ161133.56+531128.0,242.88984,53.19113,0.7946,0.5527
ILTJ161129.73+532709.8,242.87389,53.45273,3049.5220,1384.7390
ILTJ161129.97+533229.6,242.87488,53.54158,0.7047,0.6249
ILTJ161134.67+530215.3,242.89446,53.03758,1.8217,0.9616
ILTJ161137.94+524324.0,242.90809,52.72335,0.9078,0.5118
ILTJ161132.06+531353.0,242.88359,53.23141,0.5084,0.4470
ILTJ161126.23+534514.5,242.85931,53.75405,1.7947,1.3549
ILTJ161135.71+524828.1,242.89880,52.80781,10.4887,6.7935
ILTJ161131.18+531626.3,242.87992,53.27397,0.8471,0.6920
ILTJ161126.92+534151.3,242.86215,53.69759,0.4492,0.4568
ILTJ161134.23+525439.2,242.89260,52.91091,3.2778,2.7444
ILTJ161126.74+533824.4,242.86143,53.64012,0.4060,0.3924
ILTJ161125.33+534449.2,242.85554,53.74700,0.6260,0.6114
ILTJ161133.22+525635.4,242.88843,52.94318,1.5896,0.5241
ILTJ161130.06+531743.9,242.87527,53.29553,0.3980,0.4530
ILTJ161127.32+533139.4,242.86383,53.52762,1.3172,0.8199
ILTJ161133.38+525248.4,242.88909,52.88011,3.1281,2.2844
ILTJ161131.61+530508.3,242.88171,53.08565,0.7306,0.3936
ILTJ161124.99+533938.8,242.85414,53.66080,0.9482,0.8310
ILTJ161133.24+525128.0,242.88851,52.85779,0.9311,0.4436
ILTJ161123.06+534435.0,242.84608,53.74307,0.5942,0.4495
ILTJ161122.51+533916.3,242.84381,53.65454,0.3947,0.3557
ILTJ161131.27+524107.6,242.88028,52.68545,8.7751,1.5858
ILTJ161120.80+534559.9,242.83669,53.76665,0.6392,0.3769
ILTJ161128.65+525930.3,242.86939,52.99176,0.6678,0.5350
ILTJ161128.77+525751.8,242.86988,52.96439,1.0183,0.7506
ILTJ161126.44+531014.7,242.86017,53.17077,0.7017,0.5087
ILTJ161121.92+533517.7,242.84135,53.58828,0.7535,0.6184
ILTJ161127.79+525851.7,242.86581,52.98105,1.0433,0.7908
ILTJ161119.04+534146.4,242.82933,53.69624,0.5487,0.3822
ILTJ161123.94+525813.0,242.84976,52.97030,3.1280,2.0707
ILTJ161128.29+524340.0,242.86785,52.72779,0.8766,0.6842
ILTJ161116.66+534419.5,242.81943,53.73876,53.5469,44.7805
ILTJ161125.14+525754.0,242.85473,52.96501,0.9145,0.4616
ILTJ161123.39+530538.0,242.84745,53.09391,2.7934,2.1631
ILTJ161126.72+524542.8,242.86132,52.76189,4.4487,0.4997
ILTJ161126.90+523836.3,242.86207,52.64342,1.3240,0.8369
ILTJ161125.73+524531.4,242.85719,52.75873,0.9877,0.4068
ILTJ161124.61+525057.3,242.85253,52.84925,2.2231,1.8714
ILTJ161126.11+523944.7,242.85878,52.66243,0.8051,0.5743
ILTJ161119.35+531747.8,242.83062,53.29661,0.4519,0.4987
ILTJ161116.07+533330.2,242.81697,53.55839,2.7145,1.6555
ILTJ161115.66+533816.1,242.81524,53.63782,0.4754,0.5285
ILTJ161122.70+525519.4,242.84457,52.92207,1.7068,1.5305
ILTJ161115.12+533932.7,242.81301,53.65910,0.8438,0.4214
ILTJ161126.13+523319.9,242.85887,52.55553,1.4324,0.5604
ILTJ161126.34+522810.7,242.85975,52.46966,2.8363,2.0315
ILTJ161122.99+524743.8,242.84578,52.79551,1.1866,0.7087
ILTJ161120.70+525831.3,242.83624,52.97538,4.1697,0.4985
ILTJ161116.67+532000.0,242.81946,53.33334,5.7290,4.3817
ILTJ161112.24+534605.5,242.80101,53.76821,0.6657,0.6706
ILTJ161122.39+524757.0,242.84331,52.79919,0.8621,0.5329
ILTJ161118.54+530940.4,242.82724,53.16124,0.8956,0.5680
ILTJ161119.20+530446.3,242.83000,53.07954,0.4541,0.5089
ILTJ161115.85+531007.6,242.81603,53.16879,154.4924,52.3046
ILTJ161121.52+524325.5,242.83968,52.72376,1.7789,1.1195
ILTJ161120.21+525037.1,242.83421,52.84366,1.3690,0.8383
ILTJ161112.34+533553.4,242.80143,53.59817,0.4198,0.4800
ILTJ161110.38+534051.2,242.79326,53.68089,1.1935,1.0241
ILTJ161110.17+534214.2,242.79236,53.70397,0.5964,0.3749
ILTJ161112.84+531913.0,242.80351,53.32028,0.8685,0.5489
ILTJ161116.34+525534.5,242.81808,52.92628,0.8379,0.6638
ILTJ161115.90+525609.9,242.81626,52.93611,0.4262,0.4029
ILTJ161116.73+524713.1,242.81971,52.78699,0.8474,0.6112
ILTJ161107.44+533749.3,242.78101,53.63039,2.0874,1.3357
ILTJ161107.05+533833.1,242.77939,53.64253,1.5411,1.1416
ILTJ161106.18+533816.2,242.77574,53.63784,0.4546,0.3803
ILTJ161105.28+534255.7,242.77199,53.71547,0.9450,0.5479
ILTJ161117.99+522854.4,242.82498,52.48178,3.2395,2.1794
ILTJ161112.22+530146.9,242.80091,53.02970,1.4268,0.5180
ILTJ161106.44+533247.0,242.77683,53.54641,0.9338,0.7642
ILTJ161105.92+533446.5,242.77465,53.57959,0.5031,0.3970
ILTJ161111.60+525900.1,242.79832,52.98337,5.4878,4.3216
ILTJ161105.71+533121.9,242.77379,53.52277,0.7241,0.7481
ILTJ161104.23+533855.2,242.76764,53.64867,0.7658,0.4523
ILTJ161106.79+531924.0,242.77829,53.32333,2.5681,1.5407
ILTJ161111.38+525540.0,242.79742,52.92779,0.6526,0.4998
ILTJ161107.85+530123.0,242.78270,53.02305,6.8769,1.5813
ILTJ161107.55+531046.2,242.78148,53.17950,0.7341,0.5353
ILTJ161109.77+525501.0,242.79071,52.91697,0.8907,0.8081
ILTJ161104.07+532511.7,242.76695,53.41994,0.7230,0.7017
ILTJ161110.11+524418.1,242.79212,52.73837,7.0278,0.8919
ILTJ161107.79+525920.0,242.78246,52.98890,1.0160,0.7648
ILTJ161106.45+525916.9,242.77686,52.98804,0.6526,0.5281
ILTJ161058.70+533902.4,242.74458,53.65068,0.7134,0.4724
ILTJ161108.26+524629.9,242.78443,52.77499,0.6787,0.4165
ILTJ161058.63+533649.1,242.74428,53.61365,1.1425,1.0035
ILTJ161105.14+525805.3,242.77143,52.96814,0.6807,0.5694
ILTJ161105.59+525337.0,242.77329,52.89362,2.2812,0.9474
ILTJ161058.65+533020.1,242.74439,53.50558,0.5871,0.4185
ILTJ161107.49+523647.1,242.78120,52.61311,1.7170,1.2674
ILTJ161058.24+533004.5,242.74266,53.50126,0.5863,0.3885
ILTJ161108.91+522937.2,242.78714,52.49369,0.9419,0.5663
ILTJ161108.89+523016.6,242.78706,52.50462,0.7499,0.5095
ILTJ161106.53+524113.5,242.77721,52.68709,0.5078,0.3930
ILTJ161108.07+523207.6,242.78364,52.53545,1.0440,0.4297
ILTJ161102.82+525344.4,242.76175,52.89569,0.7475,0.4507
ILTJ161101.01+530025.6,242.75420,53.00713,1.1413,0.5646
ILTJ161102.66+525050.3,242.76109,52.84732,0.6911,0.3593
ILTJ161106.03+522710.2,242.77511,52.45284,2.1787,0.3340
ILTJ161057.95+530805.4,242.74146,53.13484,0.8037,0.4423
ILTJ161104.14+522700.3,242.76726,52.45010,8.2903,2.0638
ILTJ161051.22+534124.4,242.71341,53.69014,1.9873,1.6808
ILTJ161055.86+531213.5,242.73276,53.20376,1.5019,1.2389
ILTJ161057.37+530146.6,242.73903,53.02963,0.5003,0.4486
ILTJ161050.24+533950.0,242.70934,53.66390,0.4125,0.4677
ILTJ161102.66+523124.5,242.76107,52.52348,0.8559,0.5880
ILTJ161059.76+523939.2,242.74900,52.66091,4.6345,1.6204
ILTJ161101.94+522907.6,242.75809,52.48547,0.4326,0.4794
ILTJ161051.34+532326.0,242.71391,53.39057,0.6689,0.5180
ILTJ161100.57+523134.3,242.75236,52.52621,1.1987,0.8412
ILTJ161056.78+525257.5,242.73658,52.88266,0.9516,0.4693
ILTJ161051.91+531727.3,242.71629,53.29092,0.5162,0.4066
ILTJ161100.63+522644.0,242.75262,52.44556,0.5406,0.4257
ILTJ161059.88+522805.8,242.74949,52.46830,5.8989,0.4506
ILTJ161049.32+532814.5,242.70548,53.47070,0.4746,0.4198
ILTJ161100.02+522741.1,242.75007,52.46144,0.9702,0.7397
ILTJ161049.99+532134.8,242.70830,53.35967,1.1471,0.7981
ILTJ161050.98+531448.4,242.71243,53.24680,0.8104,0.6326
ILTJ161058.90+522818.2,242.74540,52.47174,10.5898,0.5439
ILTJ161047.57+532520.9,242.69819,53.42248,0.6881,0.4192
ILTJ161053.95+524743.0,242.72479,52.79529,0.5882,0.3877
ILTJ161051.83+525559.5,242.71597,52.93321,0.7033,0.6327
ILTJ161043.65+533746.6,242.68188,53.62962,0.4607,0.4061
ILTJ161050.22+530025.1,242.70926,53.00699,0.5942,0.5885
ILTJ161056.29+522558.9,242.73453,52.43304,1.1208,0.6082
ILTJ161041.96+533345.8,242.67485,53.56272,7.2536,5.0048
ILTJ161046.94+530743.5,242.69559,53.12876,0.4344,0.4451
ILTJ161050.52+524529.0,242.71049,52.75807,0.5997,0.4203
ILTJ161052.14+523431.1,242.71727,52.57532,1.0486,0.2987
ILTJ161047.76+525633.6,242.69898,52.94269,0.5196,0.4324
ILTJ161044.49+531149.4,242.68536,53.19707,2.7072,1.9977
ILTJ161039.38+533836.7,242.66408,53.64354,0.8336,0.5384
ILTJ161038.28+534012.2,242.65951,53.67008,2.6612,1.8042
ILTJ161039.74+533250.9,242.66557,53.54748,1.3700,1.0003
ILTJ161049.81+523725.5,242.70756,52.62377,2.2710,1.4677
ILTJ161038.55+533841.2,242.66062,53.64480,0.3782,0.3967
ILTJ161047.06+525116.2,242.69610,52.85451,0.8779,0.5595
ILTJ161044.07+530736.0,242.68362,53.12669,0.4075,0.4068
ILTJ161037.61+532431.7,242.65671,53.40881,111.7104,13.4371
ILTJ161038.32+533400.8,242.65966,53.56689,2.7564,2.0202
ILTJ161040.45+532159.7,242.66854,53.36659,0.7605,0.3947
ILTJ161048.57+523618.4,242.70238,52.60512,1.7794,1.0986
ILTJ161046.33+524359.5,242.69303,52.73321,1.3154,1.1019
ILTJ161049.59+522612.8,242.70662,52.43689,0.9743,0.7117
ILTJ161046.74+523556.8,242.69475,52.59911,6.4249,1.5249
ILTJ161042.09+525753.5,242.67538,52.96488,0.6118,0.6889
ILTJ161046.72+522805.7,242.69468,52.46825,0.8365,0.5366
ILTJ161039.01+530906.1,242.66256,53.15169,0.7046,0.5526
ILTJ161045.57+523238.1,242.68989,52.54394,0.5413,0.5095
ILTJ161033.41+533358.3,242.63921,53.56621,0.9253,0.7178
ILTJ161032.20+532903.1,242.63415,53.48420,1.3347,0.8101
ILTJ161044.29+522626.0,242.68455,52.44056,0.5623,0.3765
ILTJ161038.37+525759.3,242.65988,52.96649,0.6198,0.5071
ILTJ161030.21+533652.8,242.62587,53.61467,0.7486,0.7461
ILTJ161037.07+525851.8,242.65445,52.98106,1.0981,0.4416
ILTJ161028.27+533842.3,242.61778,53.64510,0.5471,0.3905
ILTJ161033.56+530935.7,242.63982,53.15992,0.4964,0.4203
ILTJ161033.34+525848.2,242.63893,52.98008,55.1436,5.2831
ILTJ161030.07+532321.1,242.62528,53.38920,1.4207,1.0112
ILTJ161035.05+525321.7,242.64602,52.88938,2.9414,0.5640
ILTJ161038.93+523448.8,242.66219,52.58024,1.0680,0.9764
ILTJ161030.05+531919.4,242.62521,53.32208,1.1466,1.1190
ILTJ161026.92+533448.7,242.61219,53.58020,1.1638,1.0100
ILTJ161039.90+522440.5,242.66626,52.41125,0.8087,0.5919
ILTJ161039.28+522802.4,242.66367,52.46734,0.4834,0.5031
ILTJ161029.43+531543.4,242.62262,53.26207,1.4678,1.4441
ILTJ161037.73+523122.3,242.65720,52.52286,0.5690,0.5123
ILTJ161036.70+523249.1,242.65292,52.54699,1.3969,0.6368
ILTJ161029.17+531138.7,242.62156,53.19408,0.9405,0.8014
ILTJ161030.78+530047.3,242.62827,53.01315,2.2546,1.8268
ILTJ161027.73+531400.5,242.61553,53.23348,4.6945,3.8626
ILTJ161035.09+523324.9,242.64619,52.55692,2.6302,1.1566
ILTJ161029.59+530435.7,242.62330,53.07659,0.4084,0.5239
ILTJ161027.03+531242.8,242.61263,53.21190,2.7725,2.2132
ILTJ161024.27+532543.5,242.60115,53.42877,2.7662,1.6811
ILTJ161023.52+533147.4,242.59801,53.52984,0.4742,0.4646
ILTJ161034.77+523157.0,242.64486,52.53250,1.1194,0.8565
ILTJ161033.21+524118.8,242.63836,52.68856,0.8694,0.5954
ILTJ161024.66+532416.2,242.60274,53.40450,0.5368,0.4150
ILTJ161025.41+531912.8,242.60587,53.32022,0.9188,0.7748
ILTJ161025.45+531432.5,242.60602,53.24236,2.3944,1.0851
ILTJ161028.66+525832.7,242.61943,52.97575,1.3734,0.6714
ILTJ161030.64+524453.4,242.62765,52.74817,2.9002,1.9365
ILTJ161029.13+525233.4,242.62137,52.87595,2.5082,1.8601
ILTJ161032.99+523226.2,242.63746,52.54063,0.4916,0.4793
ILTJ161025.44+530400.5,242.60601,53.06682,0.8773,0.6899
ILTJ161018.42+533820.4,242.57674,53.63901,0.7885,0.6184
ILTJ161032.43+522457.0,242.63514,52.41584,0.9747,0.1879
ILTJ161025.64+525406.9,242.60683,52.90194,1.4025,0.9972
ILTJ161026.43+524647.3,242.61014,52.77982,0.8099,0.4936
ILTJ161021.69+531050.2,242.59038,53.18062,0.6667,0.5936
ILTJ161027.85+523802.1,242.61606,52.63394,2.5935,2.1519
ILTJ161024.95+523733.1,242.60395,52.62588,653.4443,269.3617
ILTJ161027.13+523032.1,242.61303,52.50893,1.5081,1.1467
ILTJ161026.26+523537.7,242.60943,52.59381,2.0660,1.6667
ILTJ161026.58+523358.2,242.61074,52.56618,0.6196,0.4729
ILTJ161020.48+530331.1,242.58532,53.05865,1.3332,1.0374
ILTJ161023.80+524610.5,242.59915,52.76959,0.6935,0.3950
ILTJ162214.76+533111.1,245.56148,53.51976,0.4460,0.3072
ILTJ162205.80+532616.7,245.52418,53.43799,0.4819,0.3439
ILTJ162203.19+533926.3,245.51330,53.65732,0.9173,0.3140
ILTJ162202.39+533324.3,245.50995,53.55677,0.5000,0.3160
ILTJ162155.54+533459.9,245.48140,53.58331,0.4327,0.3221
ILTJ162140.03+533500.7,245.41679,53.58353,0.5181,0.3241
ILTJ162137.58+532204.4,245.40659,53.36790,0.6759,0.3367
ILTJ162129.75+534856.9,245.37394,53.81583,0.4841,0.3073
ILTJ162123.29+534734.2,245.34704,53.79285,0.7946,0.2878
ILTJ162117.52+532828.5,245.32299,53.47459,1.0345,0.3293
ILTJ162114.08+533952.8,245.30865,53.66469,1.0284,0.3180
ILTJ162100.80+533114.8,245.25331,53.52079,0.9156,0.3370
ILTJ162050.73+534543.5,245.21139,53.76209,0.7639,0.3223
ILTJ162041.62+532333.5,245.17342,53.39265,0.5954,0.3515
ILTJ162024.17+533606.8,245.10069,53.60191,0.7444,0.3198
ILTJ162014.65+531447.3,245.06104,53.24648,0.8121,0.3014
ILTJ162014.95+535050.3,245.06230,53.84731,0.5121,0.2948
ILTJ162012.48+531017.8,245.05199,53.17162,1.1997,0.3469
ILTJ162012.06+534911.6,245.05026,53.81990,0.5452,0.3143
ILTJ162011.23+534728.8,245.04678,53.79136,0.6125,0.3174
ILTJ162009.80+532830.9,245.04084,53.47525,0.5510,0.3283
ILTJ162009.35+534948.7,245.03894,53.83020,0.5999,0.3145
ILTJ162008.48+533107.0,245.03533,53.51863,0.9110,0.3155
ILTJ162007.83+533641.8,245.03261,53.61162,1.1564,0.3166
ILTJ162007.04+535148.1,245.02933,53.86339,0.4943,0.2895
ILTJ162005.45+531919.3,245.02270,53.32203,0.6891,0.3637
ILTJ162003.37+532859.0,245.01404,53.48305,0.7936,0.3304
ILTJ161958.20+534749.0,244.99249,53.79695,0.9435,0.3242
ILTJ161956.30+531842.2,244.98459,53.31175,0.5689,0.3917
ILTJ161956.60+534447.1,244.98585,53.74643,0.9524,0.3326
ILTJ161947.36+531421.7,244.94733,53.23937,0.6439,0.3110
ILTJ161945.45+532933.7,244.93937,53.49269,1.0254,0.3565
ILTJ161938.57+534230.0,244.91070,53.70834,0.9854,0.3055
ILTJ161930.31+531223.9,244.87631,53.20664,0.4505,0.3019
ILTJ161927.16+533849.1,244.86315,53.64698,0.4532,0.3033
ILTJ161924.27+531538.8,244.85113,53.26079,0.5532,0.3330
ILTJ161924.52+532629.3,244.85217,53.44147,0.3985,0.3086
ILTJ161924.01+534438.1,244.85003,53.74392,0.6136,0.2963
ILTJ161921.97+532347.2,244.84156,53.39645,1.0476,0.3692
ILTJ161911.88+530508.3,244.79952,53.08566,0.6743,0.3450
ILTJ161910.27+534534.8,244.79281,53.75969,0.6019,0.3301
ILTJ161908.96+532828.9,244.78733,53.47472,0.5166,0.2941
ILTJ161908.22+533155.6,244.78425,53.53211,0.5245,0.2991
ILTJ161904.23+535325.2,244.76764,53.89036,0.5078,0.3095
ILTJ161902.45+532902.2,244.76022,53.48395,0.5776,0.3263
ILTJ161901.14+532358.7,244.75474,53.39966,0.3998,0.3138
ILTJ161901.00+534452.3,244.75417,53.74788,0.5075,0.3185
ILTJ161852.20+533400.0,244.71748,53.56668,0.7885,0.3311
ILTJ161850.41+531510.4,244.71005,53.25291,1.0623,0.3371
ILTJ161842.81+535106.6,244.67836,53.85184,0.5211,0.3240
ILTJ161840.95+531029.0,244.67061,53.17473,0.6271,0.3321
ILTJ161839.73+534521.2,244.66555,53.75590,0.6926,0.2878
ILTJ161831.88+533823.9,244.63282,53.63997,0.7693,0.3053
ILTJ161829.82+532324.2,244.62425,53.39007,0.8414,0.3564
ILTJ161826.33+534152.6,244.60972,53.69794,0.9293,0.3265
ILTJ161807.99+532907.2,244.53331,53.48536,0.7002,0.3075
ILTJ161807.11+533724.6,244.52961,53.62351,0.3952,0.2972
ILTJ161802.52+535304.0,244.51049,53.88444,1.0171,0.2980
ILTJ161747.04+533255.5,244.44602,53.54875,0.5150,0.2960
ILTJ161745.00+535341.6,244.43750,53.89489,1.0950,0.3288
ILTJ161744.15+533038.2,244.43395,53.51064,0.5743,0.3055
ILTJ161742.66+525017.2,244.42776,52.83812,0.6196,0.4637
ILTJ161740.10+531851.2,244.41710,53.31422,0.4229,0.3760
ILTJ161733.64+534505.4,244.39017,53.75151,0.6187,0.3046
ILTJ161733.42+535057.7,244.38923,53.84938,0.5152,0.3126
ILTJ161732.60+533817.1,244.38581,53.63809,0.5432,0.2987
ILTJ161722.80+531505.5,244.34498,53.25153,0.5654,0.3417
ILTJ161719.16+533847.9,244.32984,53.64665,0.3460,0.3074
ILTJ161710.08+532544.2,244.29199,53.42896,0.7880,0.3208
ILTJ161705.43+532307.9,244.27263,53.38555,0.6803,0.3069
ILTJ161704.20+531857.1,244.26751,53.31588,0.5700,0.3028
ILTJ161702.01+532205.3,244.25836,53.36816,0.7646,0.3059
ILTJ161701.35+525340.1,244.25563,52.89449,0.7416,0.4514
ILTJ161658.31+535307.9,244.24296,53.88553,0.4334,0.2913
ILTJ161656.85+533857.3,244.23689,53.64927,0.5961,0.3282
ILTJ161658.72+524104.5,244.24468,52.68458,0.9434,0.4442
ILTJ161652.22+531147.2,244.21759,53.19646,0.4830,0.3641
ILTJ161644.78+534729.9,244.18657,53.79166,0.8166,0.3012
ILTJ161635.70+532549.8,244.14877,53.43052,0.8418,0.3523
ILTJ161631.91+525122.6,244.13295,52.85629,0.7753,0.4125
ILTJ161623.09+535253.5,244.09620,53.88155,0.5623,0.2820
ILTJ161622.95+530648.9,244.09562,53.11360,0.6920,0.3810
ILTJ161618.85+533834.1,244.07853,53.64282,0.5618,0.3227
ILTJ161615.78+531307.5,244.06576,53.21876,0.4329,0.3505
ILTJ161613.85+532020.1,244.05772,53.33892,0.5155,0.3919
ILTJ161613.37+530942.4,244.05572,53.16179,0.7782,0.3432
ILTJ161608.83+525549.7,244.03680,52.93050,3.6248,0.4395
ILTJ161605.48+534129.8,244.02285,53.69162,0.6368,0.3258
ILTJ161606.05+532035.3,244.02521,53.34317,0.7496,0.3813
ILTJ161559.32+533334.6,243.99719,53.55962,0.7539,0.3258
ILTJ161558.33+525057.2,243.99304,52.84924,1.1642,0.3774
ILTJ161553.05+532901.9,243.97102,53.48387,1.0854,0.4149
ILTJ161550.78+533336.0,243.96156,53.56001,0.7372,0.3171
ILTJ161545.97+533619.8,243.94152,53.60551,0.7871,0.3128
ILTJ161544.57+535131.8,243.93572,53.85885,0.4978,0.2902
ILTJ161547.66+530856.4,243.94860,53.14900,0.8804,0.3619
ILTJ161546.10+530957.5,243.94206,53.16599,3.8009,0.3466
ILTJ161543.93+530220.1,243.93305,53.03893,0.5639,0.3776
ILTJ161541.61+532540.7,243.92338,53.42798,1.3101,0.4018
ILTJ161542.05+531735.7,243.92520,53.29326,0.4646,0.3670
ILTJ161541.66+524155.4,243.92360,52.69874,0.6093,0.3921
ILTJ161537.96+531717.9,243.90816,53.28832,2.2881,0.3500
ILTJ161534.25+525742.5,243.89271,52.96181,0.7097,0.3866
ILTJ161528.56+534223.8,243.86900,53.70663,0.6443,0.3033
ILTJ161530.58+531206.1,243.87740,53.20171,0.6205,0.3702
ILTJ161523.77+535909.9,243.84903,53.98609,0.7261,0.3174
ILTJ161528.76+525021.2,243.86984,52.83923,1.1375,0.3963
ILTJ161526.06+532818.6,243.85859,53.47184,0.4894,0.3412
ILTJ161524.14+534753.6,243.85059,53.79823,0.5239,0.3156
ILTJ161520.18+535350.7,243.83406,53.89742,0.6310,0.3000
ILTJ161520.14+533300.2,243.83390,53.55008,0.6085,0.3183
ILTJ161515.32+531618.9,243.81382,53.27192,0.6246,0.3544
ILTJ161511.33+535120.1,243.79721,53.85559,1.2458,0.2802
ILTJ161514.07+530905.3,243.80863,53.15147,0.5819,0.3882
ILTJ161512.51+525114.5,243.80215,52.85403,0.4975,0.3512
