id,type,z,host_Z,p_sn,p_host,host_target,host_visits_needed_pfs,host_hours_needed_desi,host_hours_done,observed,host_completed
1519,Ia,0.56791,23.653,5,5,1,9,37.8,16.0,0,0
1520,Ia,0.93141,22.241,0,0,1,1,4.2,2.0,0,0
1521,Ia,0.70251,22.972,1,1,1,3,12.6,12.0,0,0
1522,Ia,0.68509,23.523,1,1,1,7,29.4,4.0,0,0
1523,Ia,0.76753,22.351,1,1,1,1,4.2,6.0,1,1
1524,Ia,0.82935,21.273,0,0,1,1,4.2,6.0,0,1
1525,Ia,0.60134,20.443,2,2,1,1,4.2,6.0,0,1
1526,Ia,0.80218,21.913,0,0,1,1,4.2,6.0,1,1
1527,Ia,0.43872,20.199,1,1,1,1,4.2,6.0,0,1
1528,Ia,0.66141,20.579,5,5,1,1,4.2,6.0,0,1
1529,Ia,0.17173,18.900,2,2,1,1,4.2,0.0,1,0
1530,Ia,0.74271,22.961,4,4,1,3,12.6,14.0,0,1
1531,Ia,0.81731,21.723,5,5,1,1,4.2,0.0,0,0
1532,Ia,0.56215,23.079,2,2,1,3,12.6,4.0,0,0
1533,Ia,0.99534,22.717,4,4,1,2,8.4,4.0,0,0
1534,Ia,0.74937,22.767,2,2,1,2,8.4,10.0,0,1
1535,Ia,0.84240,24.665,5,5,1,52,218.4,0.0,0,0
1536,Ia,0.24154,21.034,1,1,1,1,4.2,4.0,1,0
1537,Ia,0.82480,22.723,1,1,1,2,8.4,6.0,0,0
1538,Ia,1.00051,22.478,2,2,1,1,4.2,6.0,0,1
1539,Ia,0.17756,19.555,4,4,1,1,4.2,2.0,1,0
1540,Ia,0.46160,22.529,2,2,1,2,8.4,10.0,0,1
1541,Ia,1.02233,22.472,2,2,1,1,4.2,6.0,0,1
1542,Ia,0.90449,23.319,3,3,1,5,21.0,0.0,0,0
1543,Ia,0.34474,20.989,2,2,1,1,4.2,6.0,0,1
1544,Ia,0.64957,20.059,2,2,1,1,4.2,4.0,0,0
1545,Ia,0.69703,25.370,0,0,1,190,798.0,10.0,0,0
1546,Ia,0.80028,22.760,5,5,1,2,8.4,10.0,0,1
1547,Ia,0.51155,21.252,3,3,1,1,4.2,6.0,1,1
1548,Ia,0.99718,25.785,2,2,0,-1,-1.0,0.0,0,0
1549,Ia,0.45710,21.059,3,3,1,1,4.2,6.0,1,1
1550,Ia,0.79904,20.921,0,0,1,1,4.2,6.0,0,1
1551,Ia,0.69796,20.072,-1,-1,1,1,4.2,0.0,0,0
1552,Ia,0.53392,22.433,1,1,1,1,4.2,6.0,0,1
1553,Ia,0.95193,22.582,4,4,1,2,8.4,6.0,0,0
1554,Ia,0.99772,21.351,1,1,1,1,4.2,6.0,0,1
1555,Ia,0.64339,25.143,4,4,1,125,525.0,6.0,1,0
1556,Ia,0.80748,23.763,3,3,1,10,42.0,4.0,0,0
1557,Ia,0.46523,21.215,0,0,1,1,4.2,6.0,1,1
1558,Ia,0.31047,19.017,3,3,1,1,4.2,2.0,0,0
1559,Ia,0.83192,21.468,5,5,1,1,4.2,6.0,1,1
1560,Ia,0.65499,21.288,2,2,1,1,4.2,6.0,0,1
1561,Ia,0.78105,21.588,1,1,1,1,4.2,6.0,1,1
1562,Ia,1.18164,24.619,3,3,1,48,201.6,18.0,0,0
1563,Ia,1.13928,23.843,2,2,1,12,50.4,14.0,0,0
1564,Ia,0.48914,21.460,3,3,1,1,4.2,6.0,0,1
1565,Ia,0.33622,22.386,5,5,1,1,4.2,0.0,1,0
1566,Ia,0.78776,25.767,2,2,0,-1,-1.0,0.0,1,0
1567,Ia,1.02116,22.697,3,3,1,2,8.4,10.0,0,1
1568,Ia,0.88092,24.781,0,0,1,64,268.8,18.0,0,0
1569,Ia,0.94862,23.003,-1,-1,1,3,12.6,0.0,0,0
1570,Ia,0.72586,24.551,2,2,1,42,176.4,14.0,0,0
1571,Ia,0.92024,21.907,2,2,1,1,4.2,6.0,0,1
1572,Ia,0.65772,22.282,4,4,1,1,4.2,2.0,0,0
1573,Ia,0.54498,26.393,2,2,0,-1,-1.0,0.0,0,0
1574,Ia,0.33202,21.145,3,3,1,1,4.2,6.0,0,1
1575,Ia,0.75817,22.750,3,3,1,2,8.4,10.0,0,1
1576,Ia,1.01765,22.189,1,1,1,1,4.2,0.0,0,0
1577,Ia,0.94940,22.783,4,4,1,2,8.4,10.0,0,1
1578,Ia,0.83097,23.062,3,3,1,3,12.6,2.0,0,0
1579,Ia,0.83748,21.809,0,0,1,1,4.2,6.0,0,1
1580,Ia,0.43256,19.892,2,2,1,1,4.2,6.0,0,1
1581,Ia,0.41992,22.247,4,4,1,1,4.2,6.0,0,1
1582,Ia,0.96648,27.456,2,2,0,-1,-1.0,0.0,0,0
1583,Ia,0.66604,20.341,4,4,1,1,4.2,6.0,1,1
1584,Ia,0.95470,22.618,2,2,1,2,8.4,2.0,0,0
1585,Ia,0.93963,23.479,3,3,1,6,25.2,12.0,0,0
1586,Ia,0.57954,20.140,0,0,1,1,4.2,0.0,1,0
1587,Ia,0.85968,21.834,5,5,1,1,4.2,0.0,0,0
1588,Ia,0.88904,22.773,3,3,1,2,8.4,2.0,0,0
1589,Ia,0.88462,22.137,5,5,1,1,4.2,6.0,0,1
1590,Ia,0.76207,24.216,3,3,1,23,96.6,4.0,0,0
1591,Ia,0.69384,20.983,0,0,1,1,4.2,6.0,0,1
1592,Ia,0.83236,26.382,5,5,0,-1,-1.0,0.0,0,0
1593,Ia,0.58554,22.651,5,5,1,2,8.4,4.0,0,0
1594,Ia,0.42493,19.545,5,5,1,1,4.2,6.0,1,1
1595,Ia,0.61610,21.588,2,2,1,1,4.2,6.0,0,1
1596,Ia,0.81372,21.354,2,2,1,1,4.2,6.0,0,1
1597,Ia,1.06311,22.946,0,0,1,3,12.6,14.0,0,1
1598,Ia,0.67075,24.023,2,2,1,16,67.2,6.0,0,0
1599,Ia,0.69446,20.623,3,3,1,1,4.2,4.0,0,0
1600,Ia,0.71510,21.345,3,3,1,1,4.2,4.0,0,0
1601,Ia,0.76645,21.708,4,4,1,1,4.2,6.0,0,1
1602,Ia,0.65385,21.191,5,5,1,1,4.2,6.0,1,1
1603,Ia,1.01059,22.142,1,1,1,1,4.2,6.0,0,1
1604,Ia,0.64161,22.614,1,1,1,2,8.4,10.0,0,1
1605,Ia,0.26151,22.733,4,4,1,2,8.4,0.0,0,0
1606,Ia,0.81888,23.533,0,0,1,7,29.4,16.0,0,0
1607,Ia,0.55981,26.259,0,0,0,-1,-1.0,0.0,1,0
1608,Ia,0.23740,19.937,3,3,1,1,4.2,6.0,1,1
1609,Ia,0.81664,22.532,5,5,1,2,8.4,2.0,0,0
1610,Ia,0.97351,26.955,0,0,0,-1,-1.0,0.0,0,0
1611,Ia,0.68885,22.384,4,4,1,1,4.2,6.0,0,1
1612,Ia,0.41210,22.928,5,5,1,3,12.6,2.0,1,0
1613,Ia,0.37602,999.000,1,-1,0,-1,-1.0,0.0,1,0
1614,Ia,0.53406,24.939,3,3,1,86,361.2,18.0,0,0
1615,Ia,0.89442,23.377,2,2,1,5,21.0,0.0,0,0
1616,Ia,1.00155,22.043,3,3,1,1,4.2,6.0,0,1
1617,Ia,0.81460,31.917,4,4,0,-1,-1.0,0.0,1,0
1618,Ia,0.55312,999.000,0,-1,0,-1,-1.0,0.0,1,0
1619,Ia,1.05620,23.178,2,2,1,4,16.8,6.0,0,0
1620,Ia,0.84625,21.659,3,3,1,1,4.2,6.0,0,1
1621,Ia,0.65991,22.380,4,4,1,1,4.2,0.0,1,0
1622,Ia,0.58666,21.710,5,5,1,1,4.2,6.0,0,1
1623,Ia,0.42501,19.329,3,3,1,1,4.2,6.0,1,1
1624,Ia,0.71013,21.158,0,0,1,1,4.2,6.0,0,1
1625,Ia,0.72237,22.673,2,2,1,2,8.4,0.0,0,0
1626,Ia,0.72752,21.100,3,3,1,1,4.2,4.0,0,0
1627,Ia,1.10530,23.703,5,5,1,9,37.8,0.0,0,0
1628,Ia,0.22497,21.823,4,4,1,1,4.2,6.0,0,1
1629,Ia,1.03279,22.691,4,4,1,2,8.4,10.0,0,1
1630,Ia,0.80004,21.148,4,4,1,1,4.2,2.0,0,0
1631,Ia,0.69925,20.076,1,1,1,1,4.2,0.0,0,0
1632,Ia,0.77422,22.622,2,2,1,2,8.4,10.0,0,1
1633,Ia,0.48531,21.412,1,1,1,1,4.2,0.0,1,0
1634,Ia,1.00632,21.029,5,5,1,1,4.2,6.0,0,1
1635,Ia,0.91624,23.015,5,5,1,3,12.6,4.0,0,0
1636,Ia,0.59589,21.073,1,1,1,1,4.2,2.0,0,0
1637,Ia,0.68457,22.291,5,5,1,1,4.2,6.0,1,1
1638,Ia,0.58458,21.061,3,3,1,1,4.2,6.0,0,1
1639,Ia,1.15059,21.466,0,0,1,1,4.2,6.0,0,1
1640,Ia,0.52926,22.017,5,5,1,1,4.2,6.0,0,1
1641,Ia,0.49645,21.605,3,3,1,1,4.2,6.0,1,1
1642,Ia,0.71070,21.316,1,1,1,1,4.2,4.0,0,0
1643,Ia,0.88508,27.220,1,1,0,-1,-1.0,0.0,0,0
1644,Ia,0.39834,21.843,2,2,1,1,4.2,6.0,1,1
1645,Ia,0.79174,999.000,5,-1,0,-1,-1.0,0.0,0,0
1646,Ia,0.69742,21.828,4,4,1,1,4.2,6.0,0,1
1647,Ia,0.21149,18.920,3,3,1,1,4.2,6.0,1,1
1648,Ia,0.49294,19.897,4,4,1,1,4.2,6.0,1,1
1649,Ia,0.12974,19.134,4,4,1,1,4.2,0.0,0,0
1650,Ia,0.66968,21.962,5,5,1,1,4.2,0.0,0,0
1651,Ia,0.84423,18.453,4,4,1,1,4.2,6.0,0,1
1652,Ia,0.41644,20.167,4,4,1,1,4.2,6.0,0,1
1653,Ia,0.42185,19.494,0,0,1,1,4.2,4.0,1,0
1654,Ia,0.37327,21.566,3,3,1,1,4.2,6.0,0,1
1655,Ia,0.72198,24.047,2,2,1,17,71.4,4.0,0,0
1656,Ia,0.85171,21.058,1,1,1,1,4.2,2.0,0,0
1657,Ia,0.51322,21.055,4,4,1,1,4.2,6.0,0,1
1658,Ia,0.82961,20.958,5,5,1,1,4.2,6.0,0,1
1659,Ia,0.45303,23.283,5,5,1,5,21.0,8.0,1,0
1660,Ia,0.81074,21.654,-1,-1,1,1,4.2,0.0,0,0
1661,Ia,0.61812,25.207,0,0,1,139,583.8,4.0,0,0
1662,Ia,1.19263,22.393,3,3,1,1,4.2,6.0,0,1
1663,Ia,0.39058,23.591,-1,-1,1,8,33.6,0.0,0,0
1664,Ia,0.75925,24.028,5,5,1,16,67.2,4.0,0,0
1665,Ia,0.82773,23.669,1,1,1,9,37.8,6.0,1,0
1666,Ia,0.69995,22.052,5,5,1,1,4.2,0.0,0,0
1667,Ia,0.72669,999.000,3,-1,0,-1,-1.0,0.0,1,0
1668,Ia,0.91940,21.545,3,3,1,1,4.2,6.0,0,1
1669,Ia,0.88412,23.617,2,2,1,8,33.6,8.0,0,0
1670,Ia,0.71189,21.314,0,0,1,1,4.2,6.0,0,1
1671,Ia,0.40929,20.773,-1,-1,1,1,4.2,0.0,0,0
1672,Ia,0.91231,25.789,5,5,0,-1,-1.0,0.0,0,0
1673,Ia,0.76362,21.827,4,4,1,1,4.2,6.0,0,1
1674,Ia,0.66944,22.056,3,3,1,1,4.2,6.0,0,1
1675,Ia,0.26584,26.402,5,5,0,-1,-1.0,0.0,0,0
1676,Ia,0.73504,20.614,1,1,1,1,4.2,6.0,0,1
1677,Ia,0.60989,23.441,0,0,1,6,25.2,8.0,0,0
1678,Ia,0.89569,23.882,4,4,1,13,54.6,8.0,0,0
1679,Ia,1.05950,22.054,3,3,1,1,4.2,6.0,0,1
1680,Ia,0.74107,22.507,3,3,1,1,4.2,6.0,0,1
1681,Ia,0.51775,21.505,0,0,1,1,4.2,6.0,0,1
1682,Ia,0.88447,26.564,1,1,0,-1,-1.0,0.0,0,0
1683,Ia,0.72064,21.805,3,3,1,1,4.2,2.0,0,0
1684,Ia,0.91528,23.458,4,4,1,6,25.2,12.0,0,0
1685,Ia,0.86847,23.037,4,4,1,3,12.6,4.0,0,0
1686,Ia,0.95778,22.410,0,0,1,1,4.2,6.0,0,1
1687,Ia,0.58073,22.980,2,2,1,3,12.6,14.0,0,1
1688,Ia,0.68685,23.934,3,3,1,14,58.8,18.0,0,0
1689,Ia,0.65486,23.744,3,3,1,10,42.0,6.0,0,0
1690,Ia,0.29150,19.223,2,2,1,1,4.2,4.0,1,0
1691,Ia,0.73342,20.948,0,0,1,1,4.2,2.0,1,0
1692,Ia,0.83106,23.755,2,2,1,10,42.0,10.0,0,0
1693,Ia,0.45496,20.601,3,3,1,1,4.2,6.0,1,1
1694,Ia,0.52081,20.554,-1,-1,1,1,4.2,0.0,0,0
1695,Ia,0.48361,19.865,1,1,1,1,4.2,6.0,1,1
1696,Ia,0.78842,21.538,5,5,1,1,4.2,6.0,0,1
1697,Ia,0.61152,22.536,4,4,1,2,8.4,10.0,1,1
1698,Ia,0.86784,21.316,3,3,1,1,4.2,6.0,0,1
1699,Ia,0.49620,20.761,2,2,1,1,4.2,6.0,0,1
1700,Ia,0.77793,24.098,0,0,1,19,79.8,8.0,1,0
1701,Ia,0.81991,24.584,5,5,1,45,189.0,14.0,1,0
1702,Ia,0.46441,23.818,2,2,1,11,46.2,6.0,0,0
1703,Ia,0.91684,23.234,5,5,1,4,16.8,8.0,1,0
1704,Ia,0.67001,23.761,2,2,1,10,42.0,8.0,1,0
1705,Ia,0.74667,21.766,0,0,1,1,4.2,6.0,1,1
1706,Ia,0.72173,21.775,1,1,1,1,4.2,0.0,1,0
1707,Ia,1.05917,21.490,3,3,1,1,4.2,4.0,0,0
1708,Ia,0.76308,21.123,5,5,1,1,4.2,6.0,0,1
1709,Ia,0.26079,19.551,2,2,1,1,4.2,6.0,1,1
1710,Ia,0.96293,20.528,5,5,1,1,4.2,6.0,0,1
1711,Ia,0.57770,22.733,2,2,1,2,8.4,6.0,0,0
1712,Ia,1.06908,23.999,-1,-1,1,15,63.0,0.0,0,0
1713,Ia,0.85779,24.395,2,2,1,32,134.4,6.0,0,0
1714,Ia,0.80370,22.175,5,5,1,1,4.2,4.0,0,0
1715,Ia,0.53130,21.116,2,2,1,1,4.2,6.0,0,1
1716,Ia,0.78549,22.176,3,3,1,1,4.2,6.0,0,1
1717,Ia,1.08850,22.070,1,1,1,1,4.2,2.0,0,0
1718,Ia,1.00669,23.263,0,0,1,4,16.8,4.0,0,0
1719,Ia,0.60256,19.729,-1,-1,1,1,4.2,0.0,0,0
1720,Ia,0.80802,23.871,-1,-1,1,13,54.6,0.0,0,0
1721,Ia,0.46217,20.639,5,5,1,1,4.2,6.0,0,1
1722,Ia,0.68234,21.451,-1,-1,1,1,4.2,0.0,0,0
1723,Ia,1.09673,21.760,5,5,1,1,4.2,6.0,0,1
1724,Ia,0.44065,20.636,0,0,1,1,4.2,0.0,1,0
1725,Ia,0.46626,20.264,3,3,1,1,4.2,6.0,1,1
1726,Ia,0.66327,22.937,5,5,1,3,12.6,4.0,0,0
1727,Ia,0.71924,20.119,2,2,1,1,4.2,6.0,1,1
1728,Ia,0.95961,23.594,5,5,1,8,33.6,2.0,0,0
1729,Ia,0.59164,22.347,2,2,1,1,4.2,6.0,0,1
1730,Ia,0.90433,21.748,4,4,1,1,4.2,4.0,0,0
1731,Ia,0.98200,22.875,2,2,1,2,8.4,10.0,0,1
1732,Ia,0.60986,25.522,2,2,0,-1,-1.0,0.0,0,0
1733,Ia,1.08911,24.294,3,3,1,27,113.4,14.0,0,0
1734,Ia,0.78902,21.282,3,3,1,1,4.2,6.0,1,1
1735,Ia,1.05589,24.323,2,2,1,28,117.6,0.0,0,0
1736,Ia,0.89506,22.246,1,1,1,1,4.2,2.0,0,0
1737,Ia,0.92664,23.674,-1,-1,1,9,37.8,0.0,0,0
1738,Ia,0.73893,999.000,4,-1,0,-1,-1.0,0.0,0,0
1739,Ia,0.36362,20.670,4,4,1,1,4.2,6.0,0,1
1740,Ia,0.94386,23.845,3,3,1,12,50.4,16.0,0,0
1741,Ia,0.72164,22.035,5,5,1,1,4.2,6.0,0,1
1742,Ia,0.85862,23.312,0,0,1,5,21.0,10.0,1,0
1743,Ia,0.44489,21.442,5,5,1,1,4.2,6.0,0,1
1744,Ia,0.42480,19.328,4,4,1,1,4.2,0.0,0,0
1745,Ia,0.63708,20.385,3,3,1,1,4.2,6.0,0,1
1746,Ia,0.95521,23.236,3,3,1,4,16.8,8.0,0,0
1747,Ia,0.82953,22.152,5,5,1,1,4.2,6.0,1,1
1748,Ia,0.69066,22.861,5,5,1,2,8.4,10.0,0,1
1749,Ia,0.75084,999.000,2,-1,0,-1,-1.0,0.0,0,0
1750,Ia,0.73962,21.928,3,3,1,1,4.2,6.0,0,1
1751,Ia,0.67297,21.115,2,2,1,1,4.2,0.0,0,0
1752,Ia,0.84053,20.980,4,4,1,1,4.2,6.0,0,1
1753,Ia,0.84600,24.226,5,5,1,23,96.6,16.0,0,0
1754,Ia,0.83102,22.621,0,0,1,2,8.4,2.0,0,0
1755,Ia,0.34424,20.734,4,4,1,1,4.2,2.0,1,0
1756,Ia,0.75043,22.136,5,5,1,1,4.2,6.0,0,1
1757,Ia,0.45693,21.644,2,2,1,1,4.2,0.0,0,0
1758,Ia,0.84902,999.000,4,-1,0,-1,-1.0,0.0,0,0
1759,Ia,1.00945,24.370,5,5,1,31,130.2,0.0,0,0
1760,Ia,0.72203,21.112,2,2,1,1,4.2,4.0,0,0
1761,Ia,0.92939,21.426,3,3,1,1,4.2,6.0,0,1
1762,Ia,0.21695,20.950,4,4,1,1,4.2,6.0,0,1
1763,Ia,0.94208,24.886,5,5,1,78,327.6,16.0,0,0
1764,Ia,1.12634,24.771,3,3,1,62,260.4,14.0,0,0
1765,Ia,0.80619,22.300,0,0,1,1,4.2,6.0,0,1
1766,Ia,0.61597,19.969,5,5,1,1,4.2,2.0,1,0
1767,Ia,0.71053,22.368,1,1,1,1,4.2,6.0,0,1
1768,Ia,0.47865,21.591,4,4,1,1,4.2,6.0,0,1
1769,Ia,0.31161,23.322,0,0,1,5,21.0,2.0,1,0
1770,Ia,0.33864,22.954,4,4,1,3,12.6,14.0,0,1
1771,Ia,0.34952,19.112,1,1,1,1,4.2,6.0,1,1
1772,Ia,0.31996,22.109,2,2,1,1,4.2,4.0,0,0
1773,Ia,0.72920,21.466,5,5,1,1,4.2,4.0,0,0
1774,Ia,0.71129,21.332,5,5,1,1,4.2,2.0,0,0
1775,Ia,0.63550,22.428,3,3,1,1,4.2,6.0,1,1
1776,Ia,0.51657,21.462,0,0,1,1,4.2,4.0,0,0
1777,Ia,0.57906,21.675,5,5,1,1,4.2,2.0,1,0
1778,Ia,0.53918,21.538,2,2,1,1,4.2,6.0,1,1
1779,Ia,0.64993,21.801,3,3,1,1,4.2,6.0,0,1
1780,Ia,0.61708,23.940,4,4,1,14,58.8,10.0,0,0
1781,Ia,0.33820,20.244,3,3,1,1,4.2,4.0,0,0
1782,Ia,0.38974,24.749,5,5,1,59,247.8,14.0,0,0
1783,Ia,0.51556,20.276,3,3,1,1,4.2,6.0,0,1
1784,Ia,0.84701,23.071,-1,-1,1,3,12.6,0.0,0,0
1785,Ia,0.87746,23.016,4,4,1,3,12.6,14.0,0,1
1786,Ia,0.37115,22.632,4,4,1,2,8.4,10.0,0,1
1787,Ia,0.84052,22.783,0,0,1,2,8.4,10.0,0,1
1788,Ia,0.46797,20.667,1,1,1,1,4.2,6.0,1,1
1789,Ia,0.89204,24.547,0,0,1,42,176.4,0.0,0,0
1790,Ia,0.60115,999.000,-1,-1,0,-1,-1.0,0.0,0,0
1791,Ia,0.58291,21.723,1,1,1,1,4.2,6.0,0,1
1792,Ia,0.81026,22.159,2,2,1,1,4.2,4.0,0,0
1793,Ia,0.83205,22.999,4,4,1,3,12.6,2.0,0,0
1794,Ia,0.98326,22.043,3,3,1,1,4.2,6.0,1,1
1795,Ia,0.83887,20.662,3,3,1,1,4.2,2.0,0,0
1796,Ia,0.74264,20.955,4,4,1,1,4.2,2.0,0,0
1797,Ia,0.82418,21.609,1,1,1,1,4.2,2.0,0,0
1798,Ia,0.13669,22.759,0,0,1,2,8.4,0.0,0,0
1799,Ia,0.90557,21.584,3,3,1,1,4.2,2.0,0,0
1800,Ia,0.76987,23.017,1,1,1,3,12.6,12.0,0,0
1801,Ia,0.51339,20.473,3,3,1,1,4.2,6.0,0,1
1802,Ia,0.79164,23.425,3,3,1,6,25.2,14.0,0,0
1803,Ia,0.54243,21.038,1,1,1,1,4.2,4.0,0,0
1804,Ia,0.77902,21.991,2,2,1,1,4.2,6.0,0,1
1805,Ia,0.68852,21.896,5,5,1,1,4.2,4.0,0,0
1806,Ia,0.40078,20.248,2,2,1,1,4.2,0.0,1,0
1807,Ia,0.76651,22.319,3,3,1,1,4.2,6.0,0,1
1808,Ia,0.76152,21.114,2,2,1,1,4.2,6.0,0,1
1809,Ia,1.13347,21.888,4,4,1,1,4.2,6.0,0,1
1810,Ia,0.66897,21.467,4,4,1,1,4.2,6.0,0,1
1811,Ia,0.53620,999.000,2,-1,0,-1,-1.0,0.0,1,0
1812,Ia,0.36116,19.495,3,3,1,1,4.2,0.0,0,0
1813,Ia,0.88617,23.812,2,2,1,11,46.2,16.0,1,0
1814,Ia,0.49881,21.754,3,3,1,1,4.2,6.0,0,1
1815,Ia,0.54958,21.102,4,4,1,1,4.2,4.0,0,0
1816,Ia,0.79481,21.567,4,4,1,1,4.2,6.0,1,1
1817,Ia,0.65181,22.248,2,2,1,1,4.2,6.0,1,1
1818,Ia,0.81930,25.322,4,4,1,174,730.8,12.0,0,0
1819,Ia,0.66664,23.527,3,3,1,7,29.4,4.0,0,0
1820,Ia,0.57778,21.508,1,1,1,1,4.2,6.0,0,1
1821,Ia,0.27301,19.892,3,3,1,1,4.2,6.0,0,1
1822,Ia,0.75371,23.135,2,2,1,4,16.8,14.0,0,0
1823,Ia,0.52139,21.835,5,5,1,1,4.2,6.0,0,1
1824,Ia,0.89260,24.167,1,1,1,21,88.2,8.0,0,0
1825,Ia,0.30250,19.809,4,4,1,1,4.2,6.0,1,1
1826,Ia,0.49766,21.134,5,5,1,1,4.2,2.0,1,0
1827,Ia,0.44229,20.285,2,2,1,1,4.2,0.0,0,0
1828,Ia,0.68230,24.059,3,3,1,17,71.4,14.0,0,0
1829,Ia,1.06842,23.435,1,1,1,6,25.2,14.0,0,0
1830,Ia,1.01465,23.571,0,0,1,7,29.4,14.0,0,0
1831,Ia,0.49571,21.027,2,2,1,1,4.2,6.0,0,1
1832,Ia,0.68775,20.795,4,4,1,1,4.2,6.0,1,1
1833,Ia,0.63721,22.937,3,3,1,3,12.6,6.0,1,0
1834,Ia,0.85388,22.914,5,5,1,3,12.6,10.0,0,0
1835,Ia,0.39815,25.060,4,4,1,107,449.4,10.0,1,0
1836,Ia,0.78387,20.782,1,1,1,1,4.2,6.0,0,1
1837,Ia,0.37207,24.755,1,1,1,60,252.0,10.0,1,0
1838,Ia,0.55268,20.311,4,4,1,1,4.2,6.0,0,1
1839,Ia,0.94762,22.564,1,1,1,2,8.4,10.0,0,1
1840,Ia,0.72249,20.932,-1,-1,1,1,4.2,0.0,0,0
1841,Ia,0.74425,20.560,1,1,1,1,4.2,6.0,1,1
1842,Ia,0.70006,20.444,1,1,1,1,4.2,4.0,0,0
1843,Ia,0.56169,20.942,3,3,1,1,4.2,4.0,0,0
1844,Ia,0.48349,19.865,3,3,1,1,4.2,6.0,0,1
1845,Ia,0.34613,20.253,2,2,1,1,4.2,2.0,1,0
1846,Ia,0.61389,25.641,4,4,0,-1,-1.0,0.0,0,0
1847,Ia,0.16843,18.775,4,4,1,1,4.2,6.0,1,1
1848,Ia,0.84217,23.151,0,0,1,4,16.8,4.0,1,0
1849,Ia,0.40668,20.590,5,5,1,1,4.2,6.0,0,1
1850,Ia,0.27389,20.906,3,3,1,1,4.2,6.0,0,1
1851,Ia,0.91366,22.275,1,1,1,1,4.2,0.0,0,0
1852,Ia,0.34195,21.784,3,3,1,1,4.2,2.0,1,0
1853,Ia,0.56993,19.899,5,5,1,1,4.2,6.0,1,1
1854,Ia,0.85058,22.285,0,0,1,1,4.2,4.0,0,0
1855,Ia,1.09151,23.763,4,4,1,10,42.0,6.0,0,0
1856,Ia,0.79851,22.999,1,1,1,3,12.6,14.0,0,1
1857,Ia,0.92808,24.981,0,0,1,91,382.2,0.0,0,0
1858,Ia,0.99299,22.373,0,0,1,1,4.2,0.0,0,0
1859,Ia,0.90123,21.557,1,1,1,1,4.2,6.0,0,1
1860,Ia,1.04782,22.876,0,0,1,2,8.4,0.0,0,0
1861,Ia,0.28449,20.733,5,5,1,1,4.2,6.0,1,1
1862,Ia,0.80684,21.565,5,5,1,1,4.2,6.0,0,1
1863,Ia,0.75479,21.479,4,4,1,1,4.2,4.0,0,0
1864,Ia,1.04905,23.301,1,1,1,5,21.0,0.0,0,0
1865,Ia,0.71309,23.904,4,4,1,13,54.6,8.0,1,0
1866,Ia,0.78281,23.056,3,3,1,3,12.6,0.0,0,0
1867,Ia,0.48213,999.000,4,-1,0,-1,-1.0,0.0,1,0
1868,Ia,0.74629,22.568,3,3,1,2,8.4,6.0,0,0
1869,Ia,0.64710,23.068,4,4,1,3,12.6,2.0,1,0
1870,Ia,0.70685,21.354,0,0,1,1,4.2,4.0,0,0
1871,Ia,0.77111,25.440,3,3,1,214,898.8,12.0,0,0
1872,Ia,0.98323,24.039,3,3,1,17,71.4,12.0,0,0
1873,Ia,0.74403,22.926,4,4,1,3,12.6,12.0,1,0
1874,Ia,0.95654,23.451,3,3,1,6,25.2,10.0,0,0
1875,Ia,0.74541,21.725,4,4,1,1,4.2,6.0,0,1
1876,Ia,0.71344,21.681,0,0,1,1,4.2,0.0,0,0
1877,Ia,0.86883,24.020,0,0,1,16,67.2,0.0,0,0
1878,Ia,0.95731,21.987,5,5,1,1,4.2,4.0,1,0
1879,Ia,0.55128,21.997,-1,-1,1,1,4.2,0.0,0,0
1880,Ia,1.00291,21.719,2,2,1,1,4.2,6.0,0,1
1881,Ia,0.98793,26.417,5,5,0,-1,-1.0,0.0,0,0
1882,Ia,0.45844,24.514,3,3,1,39,163.8,18.0,0,0
1883,Ia,0.48487,21.418,4,4,1,1,4.2,6.0,0,1
1884,Ia,0.66728,25.379,5,5,1,193,810.6,12.0,0,0
1885,Ia,0.26624,19.882,2,2,1,1,4.2,4.0,0,0
1886,Ia,1.10285,23.933,0,0,1,14,58.8,18.0,0,0
1887,Ia,0.26956,23.057,-1,-1,1,3,12.6,0.0,0,0
1888,Ia,0.55268,20.757,4,4,1,1,4.2,4.0,0,0
1889,Ia,0.70826,20.077,1,1,1,1,4.2,0.0,1,0
1890,Ia,0.84808,25.121,0,0,1,120,504.0,14.0,0,0
1891,Ia,0.33715,20.568,3,3,1,1,4.2,6.0,1,1
1892,Ia,0.22413,25.828,3,3,0,-1,-1.0,0.0,0,0
1893,Ia,0.30735,26.403,3,3,0,-1,-1.0,0.0,1,0
1894,Ia,0.85382,21.526,0,0,1,1,4.2,6.0,0,1
1895,Ia,0.67102,21.058,5,5,1,1,4.2,6.0,0,1
1896,Ia,0.52640,999.000,0,-1,0,-1,-1.0,0.0,0,0
1897,Ia,0.99149,22.877,-1,-1,1,2,8.4,0.0,0,0
1898,Ia,0.55351,20.422,4,4,1,1,4.2,6.0,0,1
1899,Ia,0.92187,999.000,5,-1,0,-1,-1.0,0.0,0,0
1900,Ia,0.76462,23.456,2,2,1,6,25.2,14.0,1,0
1901,Ia,0.36116,20.029,0,0,1,1,4.2,6.0,1,1
1902,Ia,0.56919,21.442,0,0,1,1,4.2,6.0,1,1
