id,type,z,host_Z,p_sn,p_host,host_target,host_visits_needed_pfs,host_hours_needed_desi,host_hours_done,observed,host_completed
4669,CC,0.84341,22.033,3,3,1,1,4.2,6.0,1,1
4670,CC,0.41702,19.389,1,1,1,1,4.2,2.0,0,0
4671,CC,0.56664,20.476,3,3,1,1,4.2,6.0,0,1
4672,CC,0.84854,25.227,2,2,1,144,604.8,16.0,0,0
4673,CC,0.53394,22.867,1,1,1,2,8.4,10.0,0,1
4674,CC,0.75475,24.691,5,5,1,54,226.8,14.0,0,0
4675,CC,0.58825,24.637,1,1,1,50,210.0,6.0,1,0
4676,CC,0.76749,22.911,5,5,1,3,12.6,12.0,0,0
4677,CC,0.18083,20.470,3,3,1,1,4.2,2.0,1,0
4678,CC,0.94187,24.667,3,3,1,52,218.4,2.0,0,0
4679,CC,0.66166,21.666,3,3,1,1,4.2,6.0,1,1
4680,CC,0.92675,21.782,3,3,1,1,4.2,6.0,0,1
4681,CC,0.86623,23.054,2,2,1,3,12.6,0.0,0,0
4682,CC,0.62090,24.671,2,2,1,53,222.6,18.0,0,0
4683,CC,0.35654,21.452,4,4,1,1,4.2,6.0,0,1
4684,CC,0.45720,23.998,0,0,1,15,63.0,14.0,1,0
4685,CC,0.42376,20.705,1,1,1,1,4.2,2.0,1,0
4686,CC,0.32419,25.081,3,3,1,112,470.4,0.0,1,0
4687,CC,0.70530,24.187,4,4,1,22,92.4,4.0,1,0
4688,CC,0.70010,24.257,2,2,1,24,100.8,8.0,0,0
4689,CC,0.49672,23.333,5,5,1,5,21.0,4.0,0,0
4690,CC,0.28890,21.549,1,1,1,1,4.2,6.0,0,1
4691,CC,0.49900,20.399,5,5,1,1,4.2,0.0,0,0
4692,CC,0.69607,23.884,5,5,1,13,54.6,0.0,0,0
4693,CC,0.66980,25.444,0,0,1,215,903.0,12.0,0,0
4694,CC,0.81109,23.657,5,5,1,9,37.8,12.0,0,0
4695,CC,0.37950,24.740,5,5,1,59,247.8,2.0,0,0
4696,CC,0.47495,23.347,1,1,1,5,21.0,12.0,1,0
4697,CC,0.44715,21.426,5,5,1,1,4.2,2.0,1,0
4698,CC,0.96628,23.052,2,2,1,3,12.6,0.0,0,0
4699,CC,0.64216,25.439,5,5,1,214,898.8,0.0,0,0
4700,CC,0.76325,28.661,4,4,0,-1,-1.0,0.0,0,0
4701,CC,0.38988,20.155,0,0,1,1,4.2,6.0,0,1
4702,CC,0.24772,26.834,1,1,0,-1,-1.0,0.0,0,0
4703,CC,0.69328,21.277,2,2,1,1,4.2,6.0,0,1
4704,CC,0.45803,21.434,5,5,1,1,4.2,6.0,0,1
4705,CC,0.56920,24.764,-1,-1,1,61,256.2,0.0,0,0
4706,CC,0.86479,23.769,5,5,1,10,42.0,0.0,0,0
4707,CC,0.44593,24.521,3,3,1,40,168.0,0.0,0,0
4708,CC,0.43658,22.409,1,1,1,1,4.2,6.0,1,1
4709,CC,0.51831,23.619,5,5,1,8,33.6,2.0,1,0
4710,CC,0.52535,24.606,4,4,1,47,197.4,0.0,0,0
4711,CC,0.51673,20.337,1,1,1,1,4.2,6.0,0,1
4712,CC,1.18902,26.214,5,5,0,-1,-1.0,0.0,0,0
4713,CC,0.86386,22.916,2,2,1,3,12.6,6.0,0,0
4714,CC,0.57297,23.888,4,4,1,13,54.6,4.0,0,0
4715,CC,0.38079,21.104,5,5,1,1,4.2,6.0,0,1
4716,CC,0.58345,21.014,3,3,1,1,4.2,6.0,0,1
4717,CC,0.20502,21.451,0,0,1,1,4.2,6.0,0,1
4718,CC,0.99732,23.525,4,4,1,7,29.4,0.0,0,0
4719,CC,0.19474,24.471,5,5,1,36,151.2,8.0,1,0
4720,CC,0.73034,23.197,-1,-1,1,4,16.8,0.0,0,0
4721,CC,0.26163,27.555,1,1,0,-1,-1.0,0.0,1,0
4722,CC,0.40929,21.941,-1,-1,1,1,4.2,0.0,0,0
4723,CC,0.54438,24.765,3,3,1,62,260.4,14.0,0,0
4724,CC,0.27042,22.672,3,3,1,2,8.4,10.0,0,1
4725,CC,0.35210,21.925,2,2,1,1,4.2,4.0,1,0
4726,CC,0.79425,25.725,3,3,0,-1,-1.0,0.0,0,0
4727,CC,0.62394,25.689,4,4,0,-1,-1.0,0.0,0,0
4728,CC,0.40084,22.381,5,5,1,1,4.2,6.0,0,1
4729,CC,0.59569,21.718,0,0,1,1,4.2,0.0,0,0
4730,CC,0.35386,19.603,0,0,1,1,4.2,4.0,0,0
4731,CC,0.42921,21.811,4,4,1,1,4.2,6.0,0,1
4732,CC,0.64387,25.425,1,1,1,209,877.8,0.0,1,0
4733,CC,0.26781,19.620,4,4,1,1,4.2,6.0,0,1
4734,CC,0.42293,25.657,4,4,0,-1,-1.0,0.0,1,0
4735,CC,0.94968,22.803,2,2,1,2,8.4,10.0,0,1
4736,CC,0.82624,22.939,3,3,1,3,12.6,14.0,0,1
4737,CC,0.24642,21.338,5,5,1,1,4.2,6.0,0,1
4738,CC,0.76213,22.289,0,0,1,1,4.2,4.0,1,0
4739,CC,0.45156,999.000,1,-1,0,-1,-1.0,0.0,0,0
4740,CC,0.74494,21.211,4,4,1,1,4.2,6.0,0,1
4741,CC,0.60519,25.193,5,5,1,136,571.2,2.0,0,0
4742,CC,0.44857,23.827,2,2,1,12,50.4,0.0,0,0
4743,CC,0.45737,24.529,5,5,1,40,168.0,16.0,0,0
4744,CC,1.04555,25.656,-1,-1,0,-1,-1.0,0.0,0,0
4745,CC,0.68282,25.401,1,1,1,201,844.2,12.0,0,0
4746,CC,0.17464,23.359,1,1,1,5,21.0,4.0,0,0
4747,CC,1.25140,23.926,1,1,1,14,58.8,10.0,0,0
4748,CC,0.73305,21.650,4,4,1,1,4.2,0.0,0,0
4749,CC,0.18440,22.491,2,2,1,1,4.2,6.0,0,1
4750,CC,0.17193,999.000,0,-1,0,-1,-1.0,0.0,0,0
4751,CC,0.39136,25.660,5,5,0,-1,-1.0,0.0,0,0
4752,CC,0.42994,24.621,1,1,1,48,201.6,14.0,0,0
4753,CC,0.32777,27.150,4,4,0,-1,-1.0,0.0,1,0
4754,CC,0.28288,21.197,3,3,1,1,4.2,6.0,0,1
4755,CC,0.29966,25.986,2,2,0,-1,-1.0,0.0,1,0
4756,CC,0.19987,23.404,5,5,1,6,25.2,12.0,1,0
4757,CC,0.39588,25.326,3,3,1,175,735.0,12.0,1,0
4758,CC,0.24184,23.604,5,5,1,8,33.6,16.0,0,0
4759,CC,0.33786,22.006,0,0,1,1,4.2,6.0,0,1
4760,CC,0.28194,23.273,5,5,1,4,16.8,8.0,1,0
4761,CC,0.21098,23.435,1,1,1,6,25.2,12.0,1,0
4762,CC,0.40572,21.662,4,4,1,1,4.2,6.0,1,1
4763,CC,0.15509,27.703,5,5,0,-1,-1.0,0.0,1,0
4764,CC,0.36940,21.384,1,1,1,1,4.2,6.0,1,1
4765,CC,0.42620,23.706,1,1,1,9,37.8,4.0,0,0
4766,CC,0.41250,20.774,0,0,1,1,4.2,4.0,1,0
4767,CC,0.42568,24.052,5,5,1,17,71.4,12.0,0,0
4768,CC,0.42617,20.643,2,2,1,1,4.2,6.0,1,1
4769,CC,0.17568,20.734,0,0,1,1,4.2,6.0,0,1
4770,CC,0.42690,24.607,-1,-1,1,47,197.4,0.0,0,0
4771,CC,0.64107,22.261,4,4,1,1,4.2,6.0,1,1
4772,CC,0.24299,21.315,1,1,1,1,4.2,4.0,1,0
4773,CC,0.30235,21.286,5,5,1,1,4.2,4.0,0,0
4774,CC,0.35973,19.826,3,3,1,1,4.2,6.0,1,1
4775,CC,0.58961,24.822,1,1,1,70,294.0,16.0,1,0
4776,CC,0.53285,20.325,-1,-1,1,1,4.2,0.0,0,0
4777,CC,0.46012,23.341,2,2,1,5,21.0,18.0,0,0
4778,CC,0.21177,20.238,0,0,1,1,4.2,4.0,0,0
4779,CC,0.22147,21.546,-1,-1,1,1,4.2,0.0,0,0
4780,CC,0.27287,22.138,5,5,1,1,4.2,6.0,1,1
4781,CC,0.42686,21.038,5,5,1,1,4.2,0.0,1,0
4782,CC,0.35745,23.188,5,5,1,4,16.8,8.0,1,0
4783,CC,0.21309,23.884,0,0,1,13,54.6,4.0,1,0
4784,CC,0.31736,26.158,0,0,0,-1,-1.0,0.0,1,0
4785,CC,0.41923,22.973,5,5,1,3,12.6,12.0,1,0
4786,CC,0.38170,24.025,5,5,1,16,67.2,16.0,0,0
4787,CC,0.31738,26.642,1,1,0,-1,-1.0,0.0,1,0
4788,CC,0.48256,999.000,3,-1,0,-1,-1.0,0.0,0,0
4789,CC,0.25346,24.078,4,4,1,18,75.6,12.0,0,0
4790,CC,0.31788,22.387,5,5,1,1,4.2,2.0,1,0
4791,CC,0.39511,24.121,3,3,1,20,84.0,16.0,0,0
4792,CC,0.23344,18.807,1,1,1,1,4.2,4.0,0,0
4793,CC,0.25402,22.183,1,1,1,1,4.2,6.0,1,1
4794,CC,0.45384,23.020,3,3,1,3,12.6,6.0,0,0
4795,CC,0.23098,21.796,3,3,1,1,4.2,6.0,1,1
4796,CC,0.55006,20.738,1,1,1,1,4.2,4.0,0,0
4797,CC,0.23561,20.665,0,0,1,1,4.2,4.0,1,0
4798,CC,0.41713,18.822,1,1,1,1,4.2,2.0,1,0
4799,CC,0.40927,24.129,0,0,1,20,84.0,14.0,0,0
4800,CC,0.61506,26.621,-1,-1,0,-1,-1.0,0.0,0,0
4801,CC,0.55447,24.016,0,0,1,16,67.2,16.0,0,0
4802,CC,0.32950,25.300,3,3,1,166,697.2,4.0,1,0
4803,CC,0.38692,21.158,-1,-1,1,1,4.2,0.0,0,0
4804,CC,0.46512,26.202,0,0,0,-1,-1.0,0.0,0,0
4805,CC,0.57587,25.780,3,3,0,-1,-1.0,0.0,1,0
4806,CC,0.34104,21.595,-1,-1,1,1,4.2,0.0,0,0
4807,CC,0.33446,21.620,2,2,1,1,4.2,6.0,1,1
4808,CC,0.25186,25.655,3,3,0,-1,-1.0,0.0,1,0
4809,CC,0.52270,20.789,5,5,1,1,4.2,6.0,0,1
4810,CC,0.25920,22.714,0,0,1,2,8.4,2.0,1,0
4811,CC,0.51270,21.503,5,5,1,1,4.2,6.0,1,1
4812,CC,0.36749,23.474,1,1,1,6,25.2,16.0,0,0
4813,CC,0.52022,22.855,1,1,1,2,8.4,10.0,0,1
4814,CC,0.29975,25.543,5,5,0,-1,-1.0,0.0,1,0
4815,CC,0.53975,24.642,2,2,1,50,210.0,6.0,1,0
4816,CC,0.55679,20.690,2,2,1,1,4.2,6.0,1,1
4817,CC,0.46203,20.907,5,-1,1,1,4.2,0.0,0,0
4818,CC,0.35644,27.218,1,1,0,-1,-1.0,0.0,0,0
4819,CC,0.15146,24.093,3,3,1,19,79.8,6.0,0,0
4820,CC,0.33192,26.234,2,2,0,-1,-1.0,0.0,0,0
4821,CC,0.29756,19.900,2,2,1,1,4.2,6.0,0,1
4822,CC,0.45168,21.179,3,3,1,1,4.2,4.0,1,0
4823,CC,0.41096,22.384,5,5,1,1,4.2,4.0,0,0
4824,CC,0.29219,23.357,4,4,1,5,21.0,0.0,1,0
4825,CC,0.47306,19.780,2,2,1,1,4.2,6.0,1,1
4826,CC,0.34665,27.343,4,4,0,-1,-1.0,0.0,0,0
4827,CC,0.45243,25.093,1,1,1,114,478.8,0.0,1,0
4828,CC,0.40547,20.747,2,2,1,1,4.2,6.0,1,1
4829,CC,0.30859,25.176,2,2,1,132,554.4,6.0,0,0
4830,CC,0.16344,26.268,1,1,0,-1,-1.0,0.0,1,0
4831,CC,0.21181,21.741,0,0,1,1,4.2,0.0,1,0
4832,CC,0.36777,19.807,1,1,1,1,4.2,6.0,1,1
4833,CC,0.34447,21.440,4,4,1,1,4.2,6.0,0,1
4834,CC,0.39210,22.449,-1,-1,1,1,4.2,0.0,0,0
4835,CC,0.20320,22.374,1,1,1,1,4.2,6.0,1,1
4836,CC,0.41704,24.585,2,2,1,45,189.0,16.0,1,0
4837,CC,0.41646,24.501,3,3,1,38,159.6,6.0,1,0
4838,CC,0.37861,25.820,1,1,0,-1,-1.0,0.0,0,0
4839,CC,0.91414,22.280,3,3,1,1,4.2,6.0,1,1
4840,CC,0.48440,22.158,0,0,1,1,4.2,6.0,1,1
4841,CC,1.15471,27.615,3,3,0,-1,-1.0,0.0,0,0
4842,CC,0.42202,27.452,3,3,0,-1,-1.0,0.0,0,0
4843,CC,1.06963,26.915,0,0,0,-1,-1.0,0.0,0,0
4844,CC,0.62855,26.669,2,2,0,-1,-1.0,0.0,0,0
4845,CC,0.72789,25.991,4,4,0,-1,-1.0,0.0,0,0
4846,CC,0.43982,23.716,1,1,1,9,37.8,4.0,0,0
4847,CC,1.62246,23.805,0,0,1,11,46.2,4.0,0,0
4848,CC,1.31941,22.785,3,3,1,2,8.4,10.0,1,1
4849,CC,1.26967,26.762,3,3,0,-1,-1.0,0.0,0,0
4850,CC,1.49306,26.074,0,0,0,-1,-1.0,0.0,1,0
4851,CC,1.26603,24.859,0,0,1,75,315.0,14.0,0,0
4852,CC,0.83301,25.586,5,5,0,-1,-1.0,0.0,1,0
4853,CC,0.72419,24.795,1,1,1,66,277.2,6.0,0,0
4854,CC,0.89853,23.426,5,5,1,6,25.2,12.0,0,0
4855,CC,0.40731,19.950,2,2,1,1,4.2,6.0,0,1
4856,CC,1.33134,23.400,4,4,1,6,25.2,4.0,0,0
4857,CC,0.31712,24.369,5,5,1,31,130.2,14.0,1,0
4858,CC,0.86784,27.986,3,3,0,-1,-1.0,0.0,0,0
4859,CC,0.66491,23.407,5,5,1,6,25.2,16.0,0,0
4860,CC,0.41562,20.137,5,5,1,1,4.2,0.0,1,0
4861,CC,0.82217,26.677,3,3,0,-1,-1.0,0.0,0,0
4862,CC,1.01816,22.481,5,5,1,1,4.2,6.0,1,1
4863,CC,0.82634,24.899,4,4,1,80,336.0,12.0,0,0
4864,CC,0.38178,22.977,5,5,1,3,12.6,12.0,1,0
4865,CC,0.82968,25.080,1,1,1,112,470.4,6.0,0,0
4866,CC,1.28284,23.990,0,0,1,15,63.0,2.0,0,0
4867,CC,1.43099,24.784,3,3,1,64,268.8,6.0,0,0
4868,CC,0.33130,21.159,1,1,1,1,4.2,6.0,1,1
4869,CC,1.19659,23.872,0,0,1,13,54.6,4.0,1,0
4870,CC,0.89702,21.022,2,2,1,1,4.2,6.0,1,1
4871,CC,1.14833,23.555,1,1,1,7,29.4,14.0,0,0
4872,CC,0.86635,27.537,5,5,0,-1,-1.0,0.0,1,0
4873,CC,0.91821,21.456,0,0,1,1,4.2,6.0,0,1
4874,CC,0.99662,22.126,2,2,1,1,4.2,6.0,0,1
4875,CC,0.98419,26.270,5,5,0,-1,-1.0,0.0,1,0
4876,CC,2.19383,24.032,5,5,1,17,71.4,2.0,0,0
4877,CC,0.95514,22.394,3,3,1,1,4.2,6.0,1,1
4878,CC,0.77392,26.968,3,3,0,-1,-1.0,0.0,0,0
4879,CC,0.51615,22.573,2,2,1,2,8.4,10.0,1,1
4880,CC,0.54021,25.889,5,5,0,-1,-1.0,0.0,1,0
4881,CC,0.55632,25.994,2,2,0,-1,-1.0,0.0,0,0
4882,CC,0.62919,23.228,5,5,1,4,16.8,16.0,0,0
4883,CC,0.90759,24.793,0,0,1,65,273.0,16.0,0,0
4884,CC,0.35581,22.709,2,2,1,2,8.4,10.0,0,1
4885,CC,0.57411,22.261,0,0,1,1,4.2,6.0,0,1
4886,CC,0.99862,25.702,2,2,0,-1,-1.0,0.0,0,0
4887,CC,0.59865,26.134,2,2,0,-1,-1.0,0.0,0,0
4888,CC,0.54740,24.405,4,4,1,33,138.6,12.0,1,0
4889,CC,0.88133,26.107,0,0,0,-1,-1.0,0.0,0,0
4890,CC,0.63827,23.454,0,0,1,6,25.2,6.0,0,0
4891,CC,0.55105,24.559,2,2,1,43,180.6,6.0,1,0
4892,CC,0.44984,26.233,2,2,0,-1,-1.0,0.0,0,0
4893,CC,0.37812,23.081,2,2,1,3,12.6,4.0,1,0
4894,CC,0.55355,22.143,-1,-1,1,1,4.2,0.0,0,0
4895,CC,1.25393,26.851,3,3,0,-1,-1.0,0.0,0,0
4896,CC,0.35264,22.708,4,4,1,2,8.4,10.0,1,1
4897,CC,0.39076,23.616,3,3,1,8,33.6,6.0,0,0
4898,CC,0.74028,27.098,1,1,0,-1,-1.0,0.0,1,0
4899,CC,0.61035,20.145,4,4,1,1,4.2,4.0,1,0
4900,CC,0.71734,25.488,2,2,1,231,970.2,6.0,0,0
4901,CC,0.48736,27.128,3,3,0,-1,-1.0,0.0,1,0
4902,CC,0.59965,25.967,3,3,0,-1,-1.0,0.0,0,0
4903,CC,0.21695,26.177,4,4,0,-1,-1.0,0.0,1,0
4904,CC,0.65687,22.506,2,2,1,1,4.2,6.0,0,1
4905,CC,0.54672,21.592,2,2,1,1,4.2,6.0,1,1
4906,CC,0.49218,21.792,1,1,1,1,4.2,6.0,1,1
4907,CC,0.59397,24.893,1,1,1,79,331.8,4.0,0,0
4908,CC,0.53311,21.087,2,2,1,1,4.2,6.0,1,1
4909,CC,0.29795,20.247,5,5,1,1,4.2,6.0,1,1
4910,CC,0.68808,25.235,2,2,1,145,609.0,6.0,0,0
4911,CC,0.72269,21.564,2,2,1,1,4.2,6.0,1,1
4912,CC,0.35039,24.785,5,5,1,64,268.8,8.0,1,0
4913,CC,0.49379,24.512,0,0,1,39,163.8,14.0,0,0
4914,CC,0.46804,20.399,5,5,1,1,4.2,6.0,0,1
4915,CC,0.52870,24.594,2,2,1,46,193.2,0.0,0,0
4916,CC,0.69713,21.352,0,0,1,1,4.2,6.0,0,1
4917,CC,0.43338,25.948,0,0,0,-1,-1.0,0.0,1,0
4918,CC,0.51894,22.604,2,2,1,2,8.4,10.0,1,1
4919,CC,0.45020,22.814,2,2,1,2,8.4,6.0,0,0
4920,CC,0.95000,23.091,4,4,1,3,12.6,2.0,0,0
4921,CC,0.54818,25.406,0,0,1,202,848.4,14.0,1,0
4922,CC,0.67836,24.197,1,1,1,22,92.4,14.0,0,0
4923,CC,0.47254,19.768,2,2,1,1,4.2,6.0,0,1
4924,CC,0.45857,26.200,-1,-1,0,-1,-1.0,0.0,0,0
4925,CC,0.45064,20.696,2,2,1,1,4.2,6.0,1,1
4926,CC,0.74982,22.552,3,3,1,2,8.4,8.0,0,0
4927,CC,0.32731,24.883,5,5,1,78,327.6,16.0,0,0
4928,CC,0.44302,27.192,0,0,0,-1,-1.0,0.0,1,0
4929,CC,0.43587,22.483,3,3,1,1,4.2,6.0,1,1
4930,CC,0.36950,21.529,3,3,1,1,4.2,6.0,0,1
4931,CC,1.42887,27.400,5,5,0,-1,-1.0,0.0,0,0
4932,CC,0.50230,21.649,-1,-1,1,1,4.2,0.0,0,0
4933,CC,0.63713,21.470,0,0,1,1,4.2,6.0,0,1
4934,CC,0.65242,26.374,0,0,0,-1,-1.0,0.0,0,0
4935,CC,0.75820,24.879,4,4,1,77,323.4,16.0,0,0
4936,CC,0.19824,25.907,1,1,0,-1,-1.0,0.0,1,0
4937,CC,0.42750,19.341,1,1,1,1,4.2,6.0,0,1
4938,CC,0.49281,22.719,0,0,1,2,8.4,4.0,0,0
4939,CC,0.79308,25.072,0,0,1,110,462.0,18.0,0,0
4940,CC,0.53245,19.445,4,4,1,1,4.2,6.0,0,1
4941,CC,0.52496,25.716,1,1,0,-1,-1.0,0.0,1,0
4942,CC,0.67507,20.749,5,5,1,1,4.2,6.0,0,1
4943,CC,0.21954,28.474,5,5,0,-1,-1.0,0.0,1,0
4944,CC,0.21263,18.866,5,5,1,1,4.2,6.0,1,1
4945,CC,0.35291,999.000,2,-1,0,-1,-1.0,0.0,1,0
4946,CC,0.46078,23.629,1,1,1,8,33.6,18.0,0,0
4947,CC,0.66288,24.150,1,1,1,21,88.2,18.0,0,0
4948,CC,0.50492,23.286,1,1,1,5,21.0,12.0,0,0
4949,CC,0.43159,20.599,2,2,1,1,4.2,2.0,1,0
4950,CC,0.46152,21.043,4,4,1,1,4.2,6.0,0,1
4951,CC,0.38995,26.332,0,0,0,-1,-1.0,0.0,0,0
4952,CC,0.27598,21.238,2,2,1,1,4.2,0.0,1,0
4953,CC,0.22941,18.775,3,3,1,1,4.2,4.0,1,0
4954,CC,0.41942,999.000,1,-1,0,-1,-1.0,0.0,0,0
4955,CC,0.35875,22.264,0,0,1,1,4.2,6.0,0,1
4956,CC,0.39433,21.667,4,4,1,1,4.2,0.0,1,0
4957,CC,0.55520,21.207,0,0,1,1,4.2,4.0,0,0
4958,CC,0.40601,19.964,5,5,1,1,4.2,4.0,0,0
4959,CC,0.21350,20.453,1,1,1,1,4.2,0.0,0,0
4960,CC,0.26565,25.032,-1,-1,1,101,424.2,0.0,0,0
4961,CC,0.54840,24.301,3,3,1,27,113.4,12.0,0,0
4962,CC,0.54860,26.259,0,0,0,-1,-1.0,0.0,1,0
4963,CC,0.61537,24.547,3,3,1,42,176.4,8.0,1,0
4964,CC,0.44344,22.138,2,2,1,1,4.2,6.0,1,1
4965,CC,0.40286,19.929,5,5,1,1,4.2,4.0,0,0
4966,CC,0.18694,24.510,0,0,1,39,163.8,4.0,0,0
4967,CC,0.84642,25.361,1,1,1,187,785.4,14.0,0,0
4968,CC,0.43726,20.553,0,0,1,1,4.2,6.0,1,1
4969,CC,0.59074,21.890,3,3,1,1,4.2,4.0,1,0
4970,CC,0.72175,21.306,-1,-1,1,1,4.2,0.0,0,0
4971,CC,0.51025,22.271,3,3,1,1,4.2,6.0,0,1
4972,CC,0.23709,25.016,0,0,1,98,411.6,0.0,1,0
4973,CC,0.53517,22.882,1,1,1,2,8.4,8.0,0,0
4974,CC,0.70787,22.649,2,2,1,2,8.4,10.0,0,1
4975,CC,0.29842,999.000,3,-1,0,-1,-1.0,0.0,0,0
4976,CC,0.82521,21.104,1,1,1,1,4.2,4.0,1,0
4977,CC,0.90571,24.837,4,4,1,72,302.4,12.0,1,0
4978,CC,0.62223,21.008,3,3,1,1,4.2,0.0,0,0
4979,CC,0.13908,21.718,2,2,1,1,4.2,4.0,1,0
4980,CC,0.42019,25.795,4,4,0,-1,-1.0,0.0,0,0
4981,CC,0.38267,20.613,3,3,1,1,4.2,6.0,0,1
4982,CC,0.54197,24.302,1,1,1,27,113.4,4.0,0,0
4983,CC,0.20537,19.149,5,5,1,1,4.2,4.0,1,0
4984,CC,0.53846,20.518,-1,-1,1,1,4.2,0.0,0,0
4985,CC,0.40576,23.856,1,1,1,12,50.4,8.0,1,0
4986,CC,0.66539,21.862,4,4,1,1,4.2,6.0,0,1
4987,CC,0.53697,25.779,1,1,0,-1,-1.0,0.0,0,0
4988,CC,0.56816,25.360,5,5,1,186,781.2,12.0,1,0
4989,CC,0.61214,20.268,3,3,1,1,4.2,0.0,0,0
4990,CC,0.44828,26.280,1,1,0,-1,-1.0,0.0,1,0
4991,CC,0.31598,999.000,1,-1,0,-1,-1.0,0.0,1,0
4992,CC,0.36417,24.393,-1,-1,1,32,134.4,0.0,0,0
4993,CC,0.40087,25.242,3,3,1,147,617.4,6.0,1,0
4994,CC,0.44466,24.164,5,5,1,21,88.2,4.0,0,0
4995,CC,0.85586,23.019,0,0,1,3,12.6,6.0,1,0
4996,CC,0.31519,26.282,0,0,0,-1,-1.0,0.0,0,0
4997,CC,0.50626,19.456,5,5,1,1,4.2,6.0,0,1
4998,CC,0.52666,22.893,1,1,1,3,12.6,14.0,0,1
4999,CC,0.35845,20.756,4,4,1,1,4.2,4.0,0,0
5000,CC,0.59019,26.143,4,4,0,-1,-1.0,0.0,0,0
5001,CC,0.78867,22.293,3,3,1,1,4.2,6.0,0,1
5002,CC,0.90444,23.106,3,3,1,3,12.6,14.0,1,1
5003,CC,0.26250,23.127,1,1,1,4,16.8,10.0,1,0
5004,CC,0.47561,19.843,4,4,1,1,4.2,6.0,0,1
5005,CC,0.42719,26.211,3,3,0,-1,-1.0,0.0,1,0
5006,CC,0.68748,21.786,2,2,1,1,4.2,6.0,1,1
5007,CC,1.13845,24.912,1,1,1,82,344.4,8.0,0,0
5008,CC,0.48485,26.264,5,5,0,-1,-1.0,0.0,1,0
5009,CC,0.54077,21.933,5,5,1,1,4.2,6.0,1,1
5010,CC,0.96563,21.944,0,0,1,1,4.2,6.0,0,1
5011,CC,0.39638,21.681,1,1,1,1,4.2,2.0,0,0
5012,CC,0.54955,22.148,3,3,1,1,4.2,6.0,0,1
5013,CC,0.67625,23.954,1,1,1,14,58.8,14.0,0,0
5014,CC,0.22534,26.303,2,2,0,-1,-1.0,0.0,1,0
5015,CC,0.79540,22.177,0,0,1,1,4.2,0.0,0,0
5016,CC,0.64510,25.807,-1,-1,0,-1,-1.0,0.0,0,0
5017,CC,0.74459,22.398,4,4,1,1,4.2,6.0,0,1
5018,CC,0.63687,25.955,4,4,0,-1,-1.0,0.0,1,0
5019,CC,0.84470,23.744,5,5,1,10,42.0,10.0,0,0
5020,CC,0.19642,22.554,2,2,1,2,8.4,0.0,1,0
5021,CC,0.68071,21.591,1,1,1,1,4.2,6.0,0,1
5022,CC,0.79589,23.296,0,0,1,5,21.0,10.0,1,0
5023,CC,0.96924,25.243,4,4,1,147,617.4,0.0,0,0
5024,CC,0.91597,24.887,5,5,1,78,327.6,2.0,0,0
5025,CC,0.50528,22.324,3,3,1,1,4.2,6.0,0,1
5026,CC,0.63741,21.085,1,1,1,1,4.2,6.0,0,1
5027,CC,0.41733,25.330,1,1,1,176,739.2,16.0,0,0
5028,CC,0.67758,19.714,3,3,1,1,4.2,6.0,1,1
5029,CC,0.53162,21.191,0,0,1,1,4.2,6.0,0,1
5030,CC,0.51939,25.511,4,4,0,-1,-1.0,0.0,0,0
5031,CC,0.72263,21.410,1,1,1,1,4.2,6.0,1,1
5032,CC,0.28384,24.049,2,2,1,17,71.4,14.0,1,0
5033,CC,0.26437,21.174,0,0,1,1,4.2,6.0,0,1
5034,CC,0.36177,25.109,2,2,1,118,495.6,6.0,0,0
5035,CC,0.29503,24.056,2,2,1,17,71.4,8.0,1,0
5036,CC,0.16714,21.384,-1,-1,1,1,4.2,0.0,0,0
5037,CC,0.39153,24.811,2,2,1,68,285.6,6.0,1,0
5038,CC,0.20861,20.413,3,3,1,1,4.2,6.0,1,1
5039,CC,0.48734,21.938,0,0,1,1,4.2,6.0,1,1
5040,CC,0.29795,23.016,4,4,1,3,12.6,0.0,1,0
5041,CC,0.14646,21.781,3,3,1,1,4.2,4.0,0,0
5042,CC,0.19298,26.358,1,1,0,-1,-1.0,0.0,1,0
5043,CC,0.18909,21.898,1,1,1,1,4.2,0.0,1,0
5044,CC,0.29633,21.960,3,3,1,1,4.2,6.0,1,1
5045,CC,0.32740,22.477,4,4,1,1,4.2,6.0,0,1
5046,CC,0.18755,23.389,0,0,1,6,25.2,12.0,1,0
5047,CC,0.34192,25.374,4,4,1,191,802.2,0.0,0,0
5048,CC,0.59961,20.997,3,3,1,1,4.2,0.0,0,0
5049,CC,0.57488,25.051,0,0,1,105,441.0,4.0,0,0
5050,CC,0.45571,25.289,4,4,1,162,680.4,10.0,1,0
5051,CC,0.45198,22.511,2,2,1,1,4.2,0.0,1,0
5052,CC,0.35848,24.816,5,5,1,69,289.8,4.0,1,0
5053,CC,0.42026,20.823,5,5,1,1,4.2,6.0,0,1
5054,CC,0.22480,20.858,4,4,1,1,4.2,0.0,0,0
5055,CC,0.50718,21.717,1,1,1,1,4.2,4.0,0,0
5056,CC,0.56035,18.356,5,5,1,1,4.2,6.0,1,1
5057,CC,0.24897,18.773,4,4,1,1,4.2,4.0,0,0
5058,CC,0.42409,20.621,5,5,1,1,4.2,6.0,1,1
5059,CC,0.29836,22.097,1,1,1,1,4.2,2.0,1,0
5060,CC,0.34202,22.273,3,3,1,1,4.2,6.0,1,1
